ISCED11;Country;Year;percentage_education;employement_rate
ED0-2;PL;2016;14.6;69.3
ED0-2;PL;2016;8.7;69.3
ED0-2;PL;2017;13.9;70.9
ED0-2;PL;2017;7.9;70.9
ED0-2;PL;2018;13.5;72.2
ED0-2;PL;2018;7.6;72.2
ED0-2;PL;2019;13.3;73
ED0-2;PL;2019;7.4;73
ED0-2;PT;2005;72.7;72.2
ED0-2;PT;2005;73.7;72.2
ED0-2;PT;2006;71.7;72.6
ED0-2;PT;2006;72.5;72.6
ED0-2;PT;2007;71.4;72.5
ED0-2;PT;2007;72.7;72.5
ED0-2;PT;2008;70.8;73.1
ED0-2;PT;2008;71.9;73.1
ED0-2;PT;2009;69.2;71.1
ED0-2;PT;2009;70.3;71.1
ED0-2;PT;2010;67.3;70.3
ED0-2;PT;2010;68.3;70.3
ED0-2;PT;2011;64.2;68.8
ED0-2;PT;2011;65.4;68.8
ED0-2;PT;2012;61.6;66.3
ED0-2;PT;2012;62.7;66.3
ED0-2;PT;2013;59.4;65.4
ED0-2;PT;2013;60.2;65.4
ED0-2;PT;2014;56.3;67.6
ED0-2;PT;2014;56.7;67.6
ED0-2;PT;2015;54.4;69.1
ED0-2;PT;2015;54.9;69.1
ED0-2;PT;2016;52.9;70.6
ED0-2;PT;2016;53.1;70.6
ED0-2;PT;2017;51.7;73.4
ED0-2;PT;2017;52;73.4
ED0-2;PT;2018;49.8;75.4
ED0-2;PT;2018;50.2;75.4
ED0-2;PT;2019;47.6;76.1
ED0-2;PT;2019;47.8;76.1
ED0-2;RO;2005;33.3;63.6
ED0-2;RO;2005;26.9;63.6
ED0-2;RO;2006;32.1;64.8
ED0-2;RO;2006;25.8;64.8
ED0-2;RO;2007;30.9;64.4
ED0-2;RO;2007;25;64.4
ED0-2;RO;2008;30.2;64.4
ED0-2;RO;2008;24.7;64.4
ED0-2;RO;2009;30.2;63.5
ED0-2;RO;2009;25.3;63.5
ED0-2;RO;2010;30.6;64.8
ED0-2;RO;2010;26.1;64.8
ED0-2;RO;2011;30;63.8
ED0-2;RO;2011;25.5;63.8
ED0-2;RO;2012;29.2;64.8
ED0-2;RO;2012;24.6;64.8
ED0-2;RO;2013;28.9;64.7
ED0-2;RO;2013;24.3;64.7
ED0-2;RO;2014;31.2;65.7
ED0-2;RO;2014;27.2;65.7
ED0-2;RO;2015;29.4;66
ED0-2;RO;2015;25;66
ED0-2;RO;2016;28;66.3
ED0-2;RO;2016;23.3;66.3
ED0-2;RO;2017;27;68.8
ED0-2;RO;2017;22.1;68.8
ED0-2;RO;2018;26.3;69.9
ED0-2;RO;2018;21.5;69.9
ED0-2;RO;2019;25.1;70.9
ED0-2;RO;2019;21;70.9
ED0-2;RS;2005;-1;-1
ED0-2;RS;2005;-1;-1
ED0-2;RS;2006;-1;-1
ED0-2;RS;2006;-1;-1
ED0-2;RS;2007;-1;-1
ED0-2;RS;2007;-1;-1
ED0-2;RS;2008;-1;-1
ED0-2;RS;2008;-1;-1
ED0-2;RS;2009;-1;-1
ED0-2;RS;2009;-1;-1
ED0-2;RS;2010;29.3;-1
ED0-2;RS;2010;25.6;-1
ED0-2;RS;2011;28.8;-1
ED0-2;RS;2011;25.4;-1
ED0-2;RS;2012;27.3;-1
ED0-2;RS;2012;24.2;-1
ED0-2;RS;2013;26.9;-1
ED0-2;RS;2013;23.7;-1
ED0-2;RS;2014;24.6;54.8
ED0-2;RS;2014;21.2;54.8
ED0-2;RS;2015;23.6;56
ED0-2;RS;2015;20.3;56
ED0-2;RS;2016;23.3;59.1
ED0-2;RS;2016;20.2;59.1
ED0-2;RS;2017;23;61.4
ED0-2;RS;2017;20;61.4
ED0-2;RS;2018;22.5;63.1
ED0-2;RS;2018;19.1;63.1
ED0-2;RS;2019;22.1;65.2
ED0-2;RS;2019;18.5;65.2
ED0-2;SE;2005;21.3;77.9
ED0-2;SE;2005;16.5;77.9
ED0-2;SE;2006;26.9;78.8
ED0-2;SE;2006;21.1;78.8
ED0-2;SE;2007;26.5;80.1
ED0-2;SE;2007;20.6;80.1
ED0-2;SE;2008;26.2;80.4
ED0-2;SE;2008;20;80.4
ED0-2;SE;2009;25.4;78.3
ED0-2;SE;2009;19.3;78.3
ED0-2;SE;2010;25;78.1
ED0-2;SE;2010;18.8;78.1
ED0-2;SE;2011;24.4;79.4
ED0-2;SE;2011;18.4;79.4
ED0-2;SE;2012;23.8;79.4
ED0-2;SE;2012;17.6;79.4
ED0-2;SE;2013;22.9;79.8
ED0-2;SE;2013;16.8;79.8
ED0-2;SE;2014;22.1;80
ED0-2;SE;2014;16.3;80
ED0-2;SE;2015;21.6;80.5
ED0-2;SE;2015;15.7;80.5
ED0-2;SE;2016;21.1;81.2
ED0-2;SE;2016;15;81.2
ED0-2;SE;2017;21.1;81.8
ED0-2;SE;2017;14.7;81.8
ED0-2;SE;2018;20.9;82.4
ED0-2;SE;2018;14.4;82.4
ED0-2;SE;2019;20.8;82.1
ED0-2;SE;2019;13.9;82.1
ED0-2;SI;2005;24;71.1
ED0-2;SI;2005;19.7;71.1
ED0-2;SI;2006;22.8;71.5
ED0-2;SI;2006;18.4;71.5
ED0-2;SI;2007;22.2;72.4
ED0-2;SI;2007;18.2;72.4
ED0-2;SI;2008;21.9;73
ED0-2;SI;2008;18;73
ED0-2;SI;2009;20.8;71.9
ED0-2;SI;2009;16.7;71.9
ED0-2;SI;2010;20.9;70.3
ED0-2;SI;2010;16.7;70.3
ED0-2;SI;2011;19.7;68.4
ED0-2;SI;2011;15.5;68.4
ED0-2;SI;2012;19;68.3
ED0-2;SI;2012;15;68.3
ED0-2;SI;2013;18.5;67.2
ED0-2;SI;2013;14.5;67.2
ED0-2;SI;2014;18.4;67.7
ED0-2;SI;2014;14.3;67.7
ED0-2;SI;2015;17.4;69.1
ED0-2;SI;2015;13.2;69.1
ED0-2;SI;2016;17.2;70.1
ED0-2;SI;2016;12.7;70.1
ED0-2;SI;2017;16.7;73.4
ED0-2;SI;2017;12.1;73.4
ED0-2;SI;2018;16.4;75.4
ED0-2;SI;2018;11.9;75.4
ED0-2;SI;2019;15.8;76.4
ED0-2;SI;2019;11.2;76.4
ED0-2;SK;2005;20;64.5
ED0-2;SK;2005;12.1;64.5
ED0-2;SK;2006;18.9;66
ED0-2;SK;2006;11.2;66
ED0-2;SK;2007;18.4;67.2
ED0-2;SK;2007;10.9;67.2
ED0-2;SK;2008;17.6;68.8
ED0-2;SK;2008;10.1;68.8
ED0-2;SK;2009;16.5;66.4
ED0-2;SK;2009;9.1;66.4
ED0-2;SK;2010;16.3;64.6
ED0-2;SK;2010;9;64.6
ED0-2;SK;2011;15.7;65
ED0-2;SK;2011;8.7;65
ED0-2;SK;2012;15;65.1
ED0-2;SK;2012;8.3;65.1
ED0-2;SK;2013;14.7;65
ED0-2;SK;2013;8.1;65
ED0-2;SK;2014;15.2;65.9
ED0-2;SK;2014;9;65.9
ED0-2;SK;2015;14.6;67.7
ED0-2;SK;2015;8.6;67.7
ED0-2;SK;2016;14.3;69.8
ED0-2;SK;2016;8.1;69.8
ED0-2;SK;2017;14.8;71.1
ED0-2;SK;2017;8.6;71.1
ED0-2;SK;2018;14.4;72.4
ED0-2;SK;2018;8.3;72.4
ED0-2;SK;2019;14.5;73.4
ED0-2;SK;2019;8.6;73.4
ED0-2;TR;2005;-1;-1
ED0-2;TR;2005;-1;-1
ED0-2;TR;2005;-1;-1
ED0-2;TR;2005;-1;-1
ED0-2;TR;2006;71.7;48.2
ED0-2;TR;2006;78.5;48.2
ED0-2;TR;2006;73.9;48.2
ED0-2;TR;2006;79.8;48.2
ED0-2;TR;2007;70.8;48.2
ED0-2;TR;2007;77.9;48.2
ED0-2;TR;2007;73.4;48.2
ED0-2;TR;2007;80.2;48.2
ED0-2;TR;2008;70.6;48.4
ED0-2;TR;2008;77.3;48.4
ED0-2;TR;2008;72.6;48.4
ED0-2;TR;2008;79.3;48.4
ED0-2;TR;2009;70.8;47.8
ED0-2;TR;2009;78;47.8
ED0-2;TR;2009;71.8;47.8
ED0-2;TR;2009;78.1;47.8
ED0-2;TR;2010;70.7;50
ED0-2;TR;2010;78.8;50
ED0-2;TR;2010;71.6;50
ED0-2;TR;2010;78;50
ED0-2;TR;2011;70;52.2
ED0-2;TR;2011;77.6;52.2
ED0-2;TR;2011;70.8;52.2
ED0-2;TR;2011;76.6;52.2
ED0-2;TR;2012;68.5;52.8
ED0-2;TR;2012;76.2;52.8
ED0-2;TR;2012;69.1;52.8
ED0-2;TR;2012;76.9;52.8
ED0-2;TR;2013;67.7;53.4
ED0-2;TR;2013;77.4;53.4
ED0-2;TR;2013;68.1;53.4
ED0-2;TR;2013;78.1;53.4
ED0-2;TR;2014;67.4;53.2
ED0-2;TR;2014;74.1;53.2
ED0-2;TR;2014;67.4;53.2
ED0-2;TR;2014;74.2;53.2
ED0-2;TR;2015;66;53.9
ED0-2;TR;2015;73.8;53.9
ED0-2;TR;2015;65.8;53.9
ED0-2;TR;2015;73.5;53.9
ED0-2;TR;2016;64.4;54.4
ED0-2;TR;2016;72.8;54.4
ED0-2;TR;2016;64.4;54.4
ED0-2;TR;2016;72.4;54.4
ED0-2;TR;2017;63.4;55.3
ED0-2;TR;2017;71.9;55.3
ED0-2;TR;2017;63.6;55.3
ED0-2;TR;2017;71.9;55.3
ED0-2;TR;2018;62.3;55.6
ED0-2;TR;2018;70.6;55.6
ED0-2;TR;2018;62.6;55.6
ED0-2;TR;2018;71.5;55.6
ED0-2;TR;2019;60.5;53.8
ED0-2;TR;2019;67;53.8
ED0-2;TR;2019;61.1;53.8
ED0-2;TR;2019;68.1;53.8
