isced11;Country;Year;value
ED0-2;FRG0;2005;33.5
ED0-2;FRG0;2006;31.2
ED0-2;FRG0;2007;30
ED0-2;FRG0;2008;29.5
ED0-2;FRG0;2009;27.8
ED0-2;FRG0;2010;27.8
ED0-2;FRG0;2011;26.4
ED0-2;FRG0;2012;25.6
ED0-2;FRG0;2013;23.7
ED0-2;FRG0;2014;20.7
ED0-2;FRG0;2015;19.2
ED0-2;FRG0;2016;18.1
ED0-2;FRG0;2017;17.2
ED0-2;FRG0;2018;18.3
ED0-2;FRG0;2019;17.6
ED0-2;FRH;2005;25.3
ED0-2;FRH;2006;22.5
ED0-2;FRH;2007;22.5
ED0-2;FRH;2008;23.7
ED0-2;FRH;2009;23.7
ED0-2;FRH;2010;23.3
ED0-2;FRH;2011;22.9
ED0-2;FRH;2012;20
ED0-2;FRH;2013;17.3
ED0-2;FRH;2014;16.3
ED0-2;FRH;2015;15.6
ED0-2;FRH;2016;16
ED0-2;FRH;2017;14.9
ED0-2;FRH;2018;13.5
ED0-2;FRH;2019;13.7
ED0-2;FRH0;2005;25.3
ED0-2;FRH0;2006;22.5
ED0-2;FRH0;2007;22.5
ED0-2;FRH0;2008;23.7
ED0-2;FRH0;2009;23.7
ED0-2;FRH0;2010;23.3
ED0-2;FRH0;2011;22.9
ED0-2;FRH0;2012;20
ED0-2;FRH0;2013;17.3
ED0-2;FRH0;2014;16.3
ED0-2;FRH0;2015;15.6
ED0-2;FRH0;2016;16
ED0-2;FRH0;2017;14.9
ED0-2;FRH0;2018;13.5
ED0-2;FRH0;2019;13.7
ED0-2;FRI;2005;33.1
ED0-2;FRI;2006;33.1
ED0-2;FRI;2007;31.9
ED0-2;FRI;2008;29.4
ED0-2;FRI;2009;29.2
ED0-2;FRI;2010;27.6
ED0-2;FRI;2011;27.7
ED0-2;FRI;2012;26.3
ED0-2;FRI;2013;22.9
ED0-2;FRI;2014;20.3
ED0-2;FRI;2015;19.6
ED0-2;FRI;2016;20.1
ED0-2;FRI;2017;19.8
ED0-2;FRI;2018;18.3
ED0-2;FRI;2019;17.6
ED0-2;FRI1;2005;32
ED0-2;FRI1;2006;32.3
ED0-2;FRI1;2007;29.8
ED0-2;FRI1;2008;28.1
ED0-2;FRI1;2009;27.9
ED0-2;FRI1;2010;26.3
ED0-2;FRI1;2011;27.8
ED0-2;FRI1;2012;27.2
ED0-2;FRI1;2013;22
ED0-2;FRI1;2014;18.9
ED0-2;FRI1;2015;18.2
ED0-2;FRI1;2016;19.4
ED0-2;FRI1;2017;20.2
ED0-2;FRI1;2018;18.6
ED0-2;FRI1;2019;16.6
ED0-2;FRI2;2005;32.1
ED0-2;FRI2;2006;31.9
ED0-2;FRI2;2007;33.7
ED0-2;FRI2;2008;29.5
ED0-2;FRI2;2009;27.2
ED0-2;FRI2;2010;29.6
ED0-2;FRI2;2011;27.7
ED0-2;FRI2;2012;24.4
ED0-2;FRI2;2013;22.2
ED0-2;FRI2;2014;20.5
ED0-2;FRI2;2015;19.7
ED0-2;FRI2;2016;18.9
ED0-2;FRI2;2017;17
ED0-2;FRI2;2018;16.8
ED0-2;FRI2;2019;19.2
ED0-2;FRI3;2005;35.5
ED0-2;FRI3;2006;35.1
ED0-2;FRI3;2007;35.1
ED0-2;FRI3;2008;31.7
ED0-2;FRI3;2009;32.2
ED0-2;FRI3;2010;29
ED0-2;FRI3;2011;27.6
ED0-2;FRI3;2012;25.6
ED0-2;FRI3;2013;24.8
ED0-2;FRI3;2014;22.9
ED0-2;FRI3;2015;22.4
ED0-2;FRI3;2016;21.9
ED0-2;FRI3;2017;20.1
ED0-2;FRI3;2018;18.2
ED0-2;FRI3;2019;19.1
ED0-2;FRJ;2005;32.4
ED0-2;FRJ;2006;31.1
ED0-2;FRJ;2007;30.4
ED0-2;FRJ;2008;29.4
ED0-2;FRJ;2009;28.6
ED0-2;FRJ;2010;27.6
ED0-2;FRJ;2011;28
ED0-2;FRJ;2012;27.8
ED0-2;FRJ;2013;24.4
ED0-2;FRJ;2014;21.8
ED0-2;FRJ;2015;21.9
ED0-2;FRJ;2016;22
ED0-2;FRJ;2017;20.9
ED0-2;FRJ;2018;19
ED0-2;FRJ;2019;18.4
ED0-2;FRJ1;2005;38.7
ED0-2;FRJ1;2006;38.5
ED0-2;FRJ1;2007;36.1
ED0-2;FRJ1;2008;35
ED0-2;FRJ1;2009;35.5
ED0-2;FRJ1;2010;33.6
ED0-2;FRJ1;2011;34.1
ED0-2;FRJ1;2012;34.7
ED0-2;FRJ1;2013;31.7
ED0-2;FRJ1;2014;26.8
ED0-2;FRJ1;2015;27.5
ED0-2;FRJ1;2016;27.4
ED0-2;FRJ1;2017;26
ED0-2;FRJ1;2018;24.9
ED0-2;FRJ1;2019;22.9
ED0-2;FRJ2;2005;26.7
ED0-2;FRJ2;2006;24.4
ED0-2;FRJ2;2007;25.2
ED0-2;FRJ2;2008;24.3
ED0-2;FRJ2;2009;22.3
ED0-2;FRJ2;2010;22.2
ED0-2;FRJ2;2011;22.4
ED0-2;FRJ2;2012;21.6
ED0-2;FRJ2;2013;17.9
ED0-2;FRJ2;2014;17.3
ED0-2;FRJ2;2015;16.8
ED0-2;FRJ2;2016;17.1
ED0-2;FRJ2;2017;16.3
ED0-2;FRJ2;2018;13.5
ED0-2;FRJ2;2019;14.3
ED0-2;FRK;2005;32.2
ED0-2;FRK;2006;31.3
ED0-2;FRK;2007;30
ED0-2;FRK;2008;29
ED0-2;FRK;2009;28.5
ED0-2;FRK;2010;27.7
ED0-2;FRK;2011;27.4
ED0-2;FRK;2012;25.3
ED0-2;FRK;2013;22.3
ED0-2;FRK;2014;20.4
ED0-2;FRK;2015;19
ED0-2;FRK;2016;18.3
ED0-2;FRK;2017;18.2
ED0-2;FRK;2018;17.5
ED0-2;FRK;2019;17.3
ED0-2;FRK1;2005;31.8
ED0-2;FRK1;2006;32.9
ED0-2;FRK1;2007;33.6
ED0-2;FRK1;2008;28.9
ED0-2;FRK1;2009;26.9
ED0-2;FRK1;2010;26.7
ED0-2;FRK1;2011;26.7
ED0-2;FRK1;2012;25.4
ED0-2;FRK1;2013;24.6
ED0-2;FRK1;2014;23.4
ED0-2;FRK1;2015;20.4
ED0-2;FRK1;2016;20.3
ED0-2;FRK1;2017;22.6
ED0-2;FRK1;2018;19.6
ED0-2;FRK1;2019;18.5
ED0-2;FRK2;2005;32.3
ED0-2;FRK2;2006;30.9
ED0-2;FRK2;2007;29.2
ED0-2;FRK2;2008;29
ED0-2;FRK2;2009;28.8
ED0-2;FRK2;2010;27.9
ED0-2;FRK2;2011;27.5
ED0-2;FRK2;2012;25.2
ED0-2;FRK2;2013;21.8
ED0-2;FRK2;2014;19.8
ED0-2;FRK2;2015;18.7
ED0-2;FRK2;2016;17.9
ED0-2;FRK2;2017;17.3
ED0-2;FRK2;2018;17
ED0-2;FRK2;2019;17.1
ED0-2;FRL;2005;36
ED0-2;FRL;2006;37.4
ED0-2;FRL;2007;34.6
ED0-2;FRL;2008;33
ED0-2;FRL;2009;32.9
ED0-2;FRL;2010;31.9
ED0-2;FRL;2011;28.2
ED0-2;FRL;2012;28.8
ED0-2;FRL;2013;27.4
ED0-2;FRL;2014;23.6
ED0-2;FRL;2015;23.6
ED0-2;FRL;2016;22.8
ED0-2;FRL;2017;22.5
ED0-2;FRL;2018;21.2
ED0-2;FRL;2019;20.1
ED0-2;FRL0;2005;36
ED0-2;FRL0;2006;37.4
ED0-2;FRL0;2007;34.6
ED0-2;FRL0;2008;33
ED0-2;FRL0;2009;32.9
ED0-2;FRL0;2010;31.9
ED0-2;FRL0;2011;28.2
ED0-2;FRL0;2012;28.8
ED0-2;FRL0;2013;27.4
ED0-2;FRL0;2014;23.6
ED0-2;FRL0;2015;23.6
ED0-2;FRL0;2016;22.8
ED0-2;FRL0;2017;22.5
ED0-2;FRL0;2018;21.2
ED0-2;FRL0;2019;20.1
ED0-2;FRM;2005;65.3
ED0-2;FRM;2006;50.7
ED0-2;FRM;2007;53.2
ED0-2;FRM;2008;56.3
ED0-2;FRM;2009;53.4
ED0-2;FRM;2010;44.7
ED0-2;FRM;2011;45.2
ED0-2;FRM;2012;39.9
ED0-2;FRM;2013;35.1
ED0-2;FRM;2014;31.5
ED0-2;FRM;2015;27.2
ED0-2;FRM;2016;22.8
ED0-2;FRM;2017;30
ED0-2;FRM;2018;39
ED0-2;FRM;2019;34
ED0-2;FRM0;2005;65.3
ED0-2;FRM0;2006;50.7
ED0-2;FRM0;2007;53.2
ED0-2;FRM0;2008;56.3
ED0-2;FRM0;2009;53.4
ED0-2;FRM0;2010;44.7
ED0-2;FRM0;2011;45.2
ED0-2;FRM0;2012;39.9
ED0-2;FRM0;2013;35.1
ED0-2;FRM0;2014;31.5
ED0-2;FRM0;2015;27.2
ED0-2;FRM0;2016;22.8
ED0-2;FRM0;2017;30
ED0-2;FRM0;2018;39
ED0-2;FRM0;2019;34
ED0-2;FRY;2005;-1
ED0-2;FRY;2006;-1
ED0-2;FRY;2007;-1
ED0-2;FRY;2008;-1
ED0-2;FRY;2009;-1
ED0-2;FRY;2010;-1
ED0-2;FRY;2011;-1
ED0-2;FRY;2012;-1
ED0-2;FRY;2013;-1
ED0-2;FRY;2014;44.9
ED0-2;FRY;2015;41.6
ED0-2;FRY;2016;41.3
ED0-2;FRY;2017;40.8
ED0-2;FRY;2018;40.3
ED0-2;FRY;2019;40.1
ED0-2;FRY1;2005;-1
ED0-2;FRY1;2006;-1
ED0-2;FRY1;2007;-1
ED0-2;FRY1;2008;-1
ED0-2;FRY1;2009;-1
ED0-2;FRY1;2010;-1
ED0-2;FRY1;2011;-1
ED0-2;FRY1;2012;-1
ED0-2;FRY1;2013;-1
ED0-2;FRY1;2014;43.2
ED0-2;FRY1;2015;40.9
ED0-2;FRY1;2016;40.3
ED0-2;FRY1;2017;38.8
ED0-2;FRY1;2018;40.4
ED0-2;FRY1;2019;39.2
ED0-2;FRY2;2005;-1
ED0-2;FRY2;2006;-1
ED0-2;FRY2;2007;-1
ED0-2;FRY2;2008;-1
ED0-2;FRY2;2009;-1
ED0-2;FRY2;2010;-1
ED0-2;FRY2;2011;-1
ED0-2;FRY2;2012;-1
ED0-2;FRY2;2013;-1
ED0-2;FRY2;2014;40.5
ED0-2;FRY2;2015;37.3
ED0-2;FRY2;2016;35
ED0-2;FRY2;2017;34.1
ED0-2;FRY2;2018;32.2
ED0-2;FRY2;2019;34.1
ED0-2;FRY3;2005;-1
ED0-2;FRY3;2006;-1
ED0-2;FRY3;2007;-1
ED0-2;FRY3;2008;-1
ED0-2;FRY3;2009;-1
ED0-2;FRY3;2010;-1
ED0-2;FRY3;2011;-1
ED0-2;FRY3;2012;-1
ED0-2;FRY3;2013;-1
ED0-2;FRY3;2014;52.1
ED0-2;FRY3;2015;51.1
ED0-2;FRY3;2016;53.3
ED0-2;FRY3;2017;52.1
ED0-2;FRY3;2018;49.6
ED0-2;FRY3;2019;49.5
ED0-2;FRY4;2005;-1
ED0-2;FRY4;2006;-1
ED0-2;FRY4;2007;-1
ED0-2;FRY4;2008;-1
ED0-2;FRY4;2009;-1
ED0-2;FRY4;2010;-1
ED0-2;FRY4;2011;-1
ED0-2;FRY4;2012;-1
ED0-2;FRY4;2013;-1
ED0-2;FRY4;2014;46
ED0-2;FRY4;2015;41.6
ED0-2;FRY4;2016;41.6
ED0-2;FRY4;2017;41.7
ED0-2;FRY4;2018;41.3
ED0-2;FRY4;2019;40.4
ED0-2;HR;2005;27.2
ED0-2;HR;2006;25.9
ED0-2;HR;2007;24.3
ED0-2;HR;2008;23.3
ED0-2;HR;2009;22.5
ED0-2;HR;2010;22.7
ED0-2;HR;2011;21.8
ED0-2;HR;2012;19.5
ED0-2;HR;2013;18.7
ED0-2;HR;2014;17.3
ED0-2;HR;2015;16.9
ED0-2;HR;2016;17.3
ED0-2;HR;2017;16.2
ED0-2;HR;2018;14.9
ED0-2;HR;2019;14.2
ED0-2;HR0;2005;27.2
ED0-2;HR0;2006;25.9
ED0-2;HR0;2007;24.3
ED0-2;HR0;2008;23.3
ED0-2;HR0;2009;22.5
ED0-2;HR0;2010;22.7
ED0-2;HR0;2011;21.8
ED0-2;HR0;2012;19.5
ED0-2;HR0;2013;18.7
ED0-2;HR0;2014;17.3
ED0-2;HR0;2015;16.9
ED0-2;HR0;2016;17.3
ED0-2;HR0;2017;16.2
ED0-2;HR0;2018;14.9
ED0-2;HR0;2019;14.2
ED0-2;HR03;2005;-1
ED0-2;HR03;2006;-1
ED0-2;HR03;2007;17.9
ED0-2;HR03;2008;17.7
ED0-2;HR03;2009;17.8
ED0-2;HR03;2010;16.6
ED0-2;HR03;2011;15.7
ED0-2;HR03;2012;14.8
ED0-2;HR03;2013;13.1
ED0-2;HR03;2014;12.7
ED0-2;HR03;2015;11.7
ED0-2;HR03;2016;12.5
ED0-2;HR03;2017;11.4
ED0-2;HR03;2018;10.2
ED0-2;HR03;2019;10.3
ED0-2;HR04;2005;-1
ED0-2;HR04;2006;-1
ED0-2;HR04;2007;27.4
ED0-2;HR04;2008;26.1
ED0-2;HR04;2009;24.9
ED0-2;HR04;2010;25.7
ED0-2;HR04;2011;24.8
ED0-2;HR04;2012;21.9
ED0-2;HR04;2013;21.4
ED0-2;HR04;2014;19.6
ED0-2;HR04;2015;19.4
ED0-2;HR04;2016;19.7
ED0-2;HR04;2017;18.6
ED0-2;HR04;2018;17.1
ED0-2;HR04;2019;16.2
ED0-2;H;2005;23.6
ED0-2;H;2006;22
ED0-2;H;2007;21
ED0-2;H;2008;20.4
ED0-2;H;2009;19.5
ED0-2;H;2010;18.8
ED0-2;H;2011;18.5
ED0-2;H;2012;18
ED0-2;H;2013;17.5
ED0-2;H;2014;16.9
ED0-2;H;2015;16.8
ED0-2;H;2016;16.6
ED0-2;H;2017;16
ED0-2;H;2018;15.1
ED0-2;H;2019;15
ED0-2;H1;2005;15.8
ED0-2;H1;2006;14.2
ED0-2;H1;2007;13.5
ED0-2;H1;2008;13.2
ED0-2;H1;2009;13.2
ED0-2;H1;2010;12.7
ED0-2;H1;2011;11.7
ED0-2;H1;2012;11.1
ED0-2;H1;2013;11
ED0-2;H1;2014;10.5
ED0-2;H1;2015;10.1
ED0-2;H1;2016;10.1
ED0-2;H1;2017;10.1
ED0-2;H1;2018;9.7
ED0-2;H1;2019;8.7
ED0-2;H10;2005;15.8
ED0-2;H10;2006;14.2
ED0-2;H10;2007;13.5
ED0-2;H10;2008;13.2
ED0-2;H10;2009;13.2
ED0-2;H10;2010;12.7
ED0-2;H10;2011;11.7
ED0-2;H10;2012;11.1
ED0-2;H10;2013;-1
ED0-2;H10;2014;-1
ED0-2;H10;2015;-1
ED0-2;H10;2016;-1
ED0-2;H10;2017;-1
ED0-2;H10;2018;-1
ED0-2;H10;2019;-1
ED0-2;H11;2005;-1
ED0-2;H11;2006;-1
ED0-2;H11;2007;-1
ED0-2;H11;2008;-1
ED0-2;H11;2009;-1
ED0-2;H11;2010;-1
ED0-2;H11;2011;-1
ED0-2;H11;2012;-1
ED0-2;H11;2013;8
ED0-2;H11;2014;8.3
ED0-2;H11;2015;7.9
ED0-2;H11;2016;8.4
ED0-2;H11;2017;7.8
ED0-2;H11;2018;7.1
ED0-2;H11;2019;6.9
ED0-2;H12;2005;-1
ED0-2;H12;2006;-1
ED0-2;H12;2007;-1
ED0-2;H12;2008;-1
ED0-2;H12;2009;-1
ED0-2;H12;2010;-1
ED0-2;H12;2011;-1
ED0-2;H12;2012;-1
ED0-2;H12;2013;15.4
ED0-2;H12;2014;13.8
ED0-2;H12;2015;13.2
ED0-2;H12;2016;12.7
ED0-2;H12;2017;13.2
ED0-2;H12;2018;13.3
ED0-2;H12;2019;11.2
ED0-2;H2;2005;25.5
ED0-2;H2;2006;23.9
ED0-2;H2;2007;23.1
ED0-2;H2;2008;22.2
ED0-2;H2;2009;21
ED0-2;H2;2010;20.4
ED0-2;H2;2011;19.8
ED0-2;H2;2012;19.4
ED0-2;H2;2013;18.4
ED0-2;H2;2014;17.8
ED0-2;H2;2015;17.8
ED0-2;H2;2016;17.7
ED0-2;H2;2017;17
ED0-2;H2;2018;16.3
ED0-2;H2;2019;16.3
ED0-2;H21;2005;27.5
ED0-2;H21;2006;23.7
ED0-2;H21;2007;21.1
ED0-2;H21;2008;21.1
ED0-2;H21;2009;21.6
ED0-2;H21;2010;22
ED0-2;H21;2011;21.2
ED0-2;H21;2012;19.2
ED0-2;H21;2013;17.7
ED0-2;H21;2014;17.9
ED0-2;H21;2015;17
ED0-2;H21;2016;17.4
ED0-2;H21;2017;16.2
ED0-2;H21;2018;15.8
ED0-2;H21;2019;15.9
ED0-2;H22;2005;22.4
ED0-2;H22;2006;20.2
ED0-2;H22;2007;20.2
ED0-2;H22;2008;18.8
ED0-2;H22;2009;17.8
ED0-2;H22;2010;17
ED0-2;H22;2011;16.6
ED0-2;H22;2012;16.9
ED0-2;H22;2013;15.9
ED0-2;H22;2014;14.7
ED0-2;H22;2015;14.7
ED0-2;H22;2016;14.8
ED0-2;H22;2017;14.2
ED0-2;H22;2018;14.1
ED0-2;H22;2019;13
ED0-2;H23;2005;26.3
ED0-2;H23;2006;27.8
ED0-2;H23;2007;28.3
ED0-2;H23;2008;27
ED0-2;H23;2009;23.8
ED0-2;H23;2010;22.3
ED0-2;H23;2011;21.6
ED0-2;H23;2012;22.5
ED0-2;H23;2013;22.2
ED0-2;H23;2014;21.3
ED0-2;H23;2015;22.1
ED0-2;H23;2016;21.3
ED0-2;H23;2017;21.1
ED0-2;H23;2018;19.4
ED0-2;H23;2019;20.9
ED0-2;H3;2005;27.8
ED0-2;H3;2006;26.2
ED0-2;H3;2007;24.8
ED0-2;H3;2008;24.3
ED0-2;H3;2009;22.9
ED0-2;H3;2010;22.2
ED0-2;H3;2011;22.8
ED0-2;H3;2012;22.2
ED0-2;H3;2013;21.7
ED0-2;H3;2014;21.1
ED0-2;H3;2015;21.3
ED0-2;H3;2016;21
ED0-2;H3;2017;19.9
ED0-2;H3;2018;18.6
ED0-2;H3;2019;19.2
ED0-2;H31;2005;27.4
ED0-2;H31;2006;25.5
ED0-2;H31;2007;24.7
ED0-2;H31;2008;24.2
ED0-2;H31;2009;22.1
ED0-2;H31;2010;22.3
ED0-2;H31;2011;22.6
ED0-2;H31;2012;23
ED0-2;H31;2013;22.9
ED0-2;H31;2014;21.3
ED0-2;H31;2015;21.5
ED0-2;H31;2016;21.2
ED0-2;H31;2017;20.2
ED0-2;H31;2018;19.8
ED0-2;H31;2019;20.9
ED0-2;H32;2005;30.2
ED0-2;H32;2006;28.2
ED0-2;H32;2007;26.6
ED0-2;H32;2008;26.4
ED0-2;H32;2009;25
ED0-2;H32;2010;24.6
ED0-2;H32;2011;25
ED0-2;H32;2012;24.3
ED0-2;H32;2013;23.3
ED0-2;H32;2014;23.2
ED0-2;H32;2015;23.9
ED0-2;H32;2016;24.1
ED0-2;H32;2017;22.6
ED0-2;H32;2018;20.5
ED0-2;H32;2019;20.9
ED0-2;H33;2005;25.5
ED0-2;H33;2006;24.5
ED0-2;H33;2007;22.8
ED0-2;H33;2008;21.9
ED0-2;H33;2009;21.2
ED0-2;H33;2010;19.5
ED0-2;H33;2011;20.4
ED0-2;H33;2012;19
ED0-2;H33;2013;18.9
ED0-2;H33;2014;18.5
ED0-2;H33;2015;18.1
ED0-2;H33;2016;17.1
ED0-2;H33;2017;16.5
ED0-2;H33;2018;15.4
ED0-2;H33;2019;15.6
ED0-2;IE;2005;35.5
ED0-2;IE;2006;33.7
ED0-2;IE;2007;31.8
ED0-2;IE;2008;30.1
ED0-2;IE;2009;28.5
ED0-2;IE;2010;26.9
ED0-2;IE;2011;26.1
ED0-2;IE;2012;25.1
ED0-2;IE;2013;22.9
ED0-2;IE;2014;19.7
ED0-2;IE;2015;18.9
ED0-2;IE;2016;18.6
ED0-2;IE;2017;17.5
ED0-2;IE;2018;16.8
ED0-2;IE;2019;16.3
ED0-2;IE0;2005;35.5
ED0-2;IE0;2006;33.7
ED0-2;IE0;2007;31.8
ED0-2;IE0;2008;30.1
ED0-2;IE0;2009;28.5
ED0-2;IE0;2010;26.9
ED0-2;IE0;2011;26.1
ED0-2;IE0;2012;25.1
ED0-2;IE0;2013;22.9
ED0-2;IE0;2014;19.7
ED0-2;IE0;2015;18.9
ED0-2;IE0;2016;18.6
ED0-2;IE0;2017;17.5
ED0-2;IE0;2018;16.8
ED0-2;IE0;2019;16.3
ED0-2;IE01;2005;40.2
ED0-2;IE01;2006;38.2
ED0-2;IE01;2007;37.2
ED0-2;IE01;2008;35.2
ED0-2;IE01;2009;32.8
ED0-2;IE01;2010;31.1
ED0-2;IE01;2011;30.3
ED0-2;IE01;2012;-1
ED0-2;IE01;2013;-1
ED0-2;IE01;2014;-1
ED0-2;IE01;2015;-1
ED0-2;IE01;2016;-1
ED0-2;IE01;2017;-1
ED0-2;IE01;2018;-1
ED0-2;IE01;2019;-1
ED0-2;IE02;2005;33.8
ED0-2;IE02;2006;32
ED0-2;IE02;2007;29.9
ED0-2;IE02;2008;28.3
ED0-2;IE02;2009;27
ED0-2;IE02;2010;25.5
ED0-2;IE02;2011;24.7
ED0-2;IE02;2012;-1
ED0-2;IE02;2013;-1
ED0-2;IE02;2014;-1
ED0-2;IE02;2015;-1
ED0-2;IE02;2016;-1
ED0-2;IE02;2017;-1
ED0-2;IE02;2018;-1
ED0-2;IE02;2019;-1
ED0-2;IE04;2005;-1
ED0-2;IE04;2006;-1
ED0-2;IE04;2007;-1
ED0-2;IE04;2008;-1
ED0-2;IE04;2009;-1
ED0-2;IE04;2010;-1
ED0-2;IE04;2011;-1
ED0-2;IE04;2012;28.5
ED0-2;IE04;2013;26.6
ED0-2;IE04;2014;23
ED0-2;IE04;2015;21.8
ED0-2;IE04;2016;22.2
ED0-2;IE04;2017;20.3
ED0-2;IE04;2018;19.7
ED0-2;IE04;2019;18.8
ED0-2;IE05;2005;-1
ED0-2;IE05;2006;-1
ED0-2;IE05;2007;-1
ED0-2;IE05;2008;-1
ED0-2;IE05;2009;-1
ED0-2;IE05;2010;-1
ED0-2;IE05;2011;-1
ED0-2;IE05;2012;25.8
ED0-2;IE05;2013;24
ED0-2;IE05;2014;20.8
ED0-2;IE05;2015;20.5
ED0-2;IE05;2016;19.5
ED0-2;IE05;2017;18.1
ED0-2;IE05;2018;17.9
ED0-2;IE05;2019;17.4
ED0-2;IE06;2005;-1
ED0-2;IE06;2006;-1
ED0-2;IE06;2007;-1
ED0-2;IE06;2008;-1
ED0-2;IE06;2009;-1
ED0-2;IE06;2010;-1
ED0-2;IE06;2011;-1
ED0-2;IE06;2012;23.3
ED0-2;IE06;2013;20.9
ED0-2;IE06;2014;17.8
ED0-2;IE06;2015;16.9
ED0-2;IE06;2016;16.8
ED0-2;IE06;2017;16.1
ED0-2;IE06;2018;15.1
ED0-2;IE06;2019;14.8
ED0-2;IS;2005;37.1
ED0-2;IS;2006;36.7
ED0-2;IS;2007;36.1
ED0-2;IS;2008;35.9
ED0-2;IS;2009;34.1
ED0-2;IS;2010;33.5
ED0-2;IS;2011;29.3
ED0-2;IS;2012;29
ED0-2;IS;2013;27.8
ED0-2;IS;2014;26.4
ED0-2;IS;2015;25
ED0-2;IS;2016;21.8
ED0-2;IS;2017;22.7
ED0-2;IS;2018;22
ED0-2;IS;2019;21.4
ED0-2;IS0;2005;37.1
ED0-2;IS0;2006;36.7
ED0-2;IS0;2007;36.1
ED0-2;IS0;2008;35.9
ED0-2;IS0;2009;34.1
ED0-2;IS0;2010;33.5
ED0-2;IS0;2011;29.3
ED0-2;IS0;2012;29
ED0-2;IS0;2013;27.8
ED0-2;IS0;2014;26.4
ED0-2;IS0;2015;25
ED0-2;IS0;2016;21.8
ED0-2;IS0;2017;22.7
ED0-2;IS0;2018;22
ED0-2;IS0;2019;21.4
ED0-2;IS00;2005;37.1
ED0-2;IS00;2006;36.7
ED0-2;IS00;2007;36.1
ED0-2;IS00;2008;35.9
ED0-2;IS00;2009;34.1
ED0-2;IS00;2010;33.5
ED0-2;IS00;2011;29.3
ED0-2;IS00;2012;29
ED0-2;IS00;2013;27.8
ED0-2;IS00;2014;26.4
ED0-2;IS00;2015;25
ED0-2;IS00;2016;21.8
ED0-2;IS00;2017;22.7
ED0-2;IS00;2018;22
ED0-2;IS00;2019;21.4
ED0-2;IT;2005;49.9
ED0-2;IT;2006;48.7
ED0-2;IT;2007;47.8
ED0-2;IT;2008;46.7
ED0-2;IT;2009;45.8
ED0-2;IT;2010;44.9
ED0-2;IT;2011;44
ED0-2;IT;2012;42.8
ED0-2;IT;2013;41.8
ED0-2;IT;2014;40.7
ED0-2;IT;2015;40.1
ED0-2;IT;2016;39.9
ED0-2;IT;2017;39.1
ED0-2;IT;2018;38.3
ED0-2;IT;2019;37.8
ED0-2;ITC;2005;47.1
ED0-2;ITC;2006;45.9
ED0-2;ITC;2007;44.8
ED0-2;ITC;2008;43.6
ED0-2;ITC;2009;43
ED0-2;ITC;2010;42
ED0-2;ITC;2011;41.3
ED0-2;ITC;2012;40.4
ED0-2;ITC;2013;39.2
ED0-2;ITC;2014;38.2
ED0-2;ITC;2015;37.3
ED0-2;ITC;2016;37.4
ED0-2;ITC;2017;36.6
ED0-2;ITC;2018;35.4
ED0-2;ITC;2019;35.4
ED0-2;ITC1;2005;49.2
ED0-2;ITC1;2006;47.3
ED0-2;ITC1;2007;46.4
ED0-2;ITC1;2008;45.8
ED0-2;ITC1;2009;44.9
ED0-2;ITC1;2010;43.1
ED0-2;ITC1;2011;42.4
ED0-2;ITC1;2012;42.2
ED0-2;ITC1;2013;40.7
ED0-2;ITC1;2014;39.4
ED0-2;ITC1;2015;38.6
ED0-2;ITC1;2016;39.1
ED0-2;ITC1;2017;38.7
ED0-2;ITC1;2018;37.1
ED0-2;ITC1;2019;36.5
ED0-2;ITC2;2005;53.4
ED0-2;ITC2;2006;53.7
ED0-2;ITC2;2007;52.2
ED0-2;ITC2;2008;51.9
ED0-2;ITC2;2009;50.6
ED0-2;ITC2;2010;49.6
ED0-2;ITC2;2011;48.2
ED0-2;ITC2;2012;46
ED0-2;ITC2;2013;44.9
ED0-2;ITC2;2014;44
ED0-2;ITC2;2015;43.3
ED0-2;ITC2;2016;41.8
ED0-2;ITC2;2017;40.3
ED0-2;ITC2;2018;38.9
ED0-2;ITC2;2019;38.1
ED0-2;ITC3;2005;41.7
ED0-2;ITC3;2006;41.7
ED0-2;ITC3;2007;40.9
ED0-2;ITC3;2008;37.2
ED0-2;ITC3;2009;35.8
ED0-2;ITC3;2010;36.8
ED0-2;ITC3;2011;36.5
ED0-2;ITC3;2012;36.5
ED0-2;ITC3;2013;36.8
ED0-2;ITC3;2014;36.1
ED0-2;ITC3;2015;36
ED0-2;ITC3;2016;36.2
ED0-2;ITC3;2017;35
ED0-2;ITC3;2018;32.8
ED0-2;ITC3;2019;31.1
ED0-2;ITC4;2005;46.9
ED0-2;ITC4;2006;45.9
ED0-2;ITC4;2007;44.6
ED0-2;ITC4;2008;43.5
ED0-2;ITC4;2009;43.1
ED0-2;ITC4;2010;42.2
ED0-2;ITC4;2011;41.4
ED0-2;ITC4;2012;40.1
ED0-2;ITC4;2013;38.8
ED0-2;ITC4;2014;37.9
ED0-2;ITC4;2015;36.9
ED0-2;ITC4;2016;36.8
ED0-2;ITC4;2017;35.9
ED0-2;ITC4;2018;35
ED0-2;ITC4;2019;35.5
ED0-2;ITF;2005;55.6
ED0-2;ITF;2006;54.4
ED0-2;ITF;2007;54.2
ED0-2;ITF;2008;53.7
ED0-2;ITF;2009;53
ED0-2;ITF;2010;52.1
ED0-2;ITF;2011;50.5
ED0-2;ITF;2012;49
ED0-2;ITF;2013;48.1
