isced11;Country;Year;value
ED5-8;KD3;2012;30.8
ED5-8;KD3;2013;32.3
ED5-8;KD3;2014;33.4
ED5-8;KD3;2015;35
ED5-8;KD3;2016;35.4
ED5-8;KD3;2017;34.9
ED5-8;KD3;2018;34.8
ED5-8;KD3;2019;36.6
ED5-8;KD4;2005;24.6
ED5-8;KD4;2006;21.9
ED5-8;KD4;2007;24.9
ED5-8;KD4;2008;25.2
ED5-8;KD4;2009;27.3
ED5-8;KD4;2010;31
ED5-8;KD4;2011;28.2
ED5-8;KD4;2012;31.4
ED5-8;KD4;2013;28.9
ED5-8;KD4;2014;29.3
ED5-8;KD4;2015;31.3
ED5-8;KD4;2016;33.4
ED5-8;KD4;2017;33.1
ED5-8;KD4;2018;34.1
ED5-8;KD4;2019;34.7
ED5-8;KD6;2005;30.4
ED5-8;KD6;2006;32.8
ED5-8;KD6;2007;33.9
ED5-8;KD6;2008;33.5
ED5-8;KD6;2009;31.8
ED5-8;KD6;2010;35.2
ED5-8;KD6;2011;36.1
ED5-8;KD6;2012;37.1
ED5-8;KD6;2013;39.3
ED5-8;KD6;2014;41.6
ED5-8;KD6;2015;40.8
ED5-8;KD6;2016;42
ED5-8;KD6;2017;44.4
ED5-8;KD6;2018;43.2
ED5-8;KD6;2019;41.2
ED5-8;KD7;2005;21.7
ED5-8;KD7;2006;21.5
ED5-8;KD7;2007;22.1
ED5-8;KD7;2008;25
ED5-8;KD7;2009;25.9
ED5-8;KD7;2010;24.7
ED5-8;KD7;2011;23.9
ED5-8;KD7;2012;26.1
ED5-8;KD7;2013;27.9
ED5-8;KD7;2014;28.5
ED5-8;KD7;2015;30.5
ED5-8;KD7;2016;32.4
ED5-8;KD7;2017;31.2
ED5-8;KD7;2018;33.2
ED5-8;KD7;2019;34
ED5-8;KE;2005;22.1
ED5-8;KE;2006;22.8
ED5-8;KE;2007;24.1
ED5-8;KE;2008;25.5
ED5-8;KE;2009;27.2
ED5-8;KE;2010;26.5
ED5-8;KE;2011;27.6
ED5-8;KE;2012;29.5
ED5-8;KE;2013;30.2
ED5-8;KE;2014;30.7
ED5-8;KE;2015;31.5
ED5-8;KE;2016;31.8
ED5-8;KE;2017;33.1
ED5-8;KE;2018;34.5
ED5-8;KE;2019;33.9
ED5-8;KE1;2005;17.7
ED5-8;KE1;2006;20.1
ED5-8;KE1;2007;21
ED5-8;KE1;2008;23.3
ED5-8;KE1;2009;24.4
ED5-8;KE1;2010;24.7
ED5-8;KE1;2011;25.3
ED5-8;KE1;2012;24.6
ED5-8;KE1;2013;26.2
ED5-8;KE1;2014;27.3
ED5-8;KE1;2015;29.2
ED5-8;KE1;2016;30.8
ED5-8;KE1;2017;30.7
ED5-8;KE1;2018;29
ED5-8;KE1;2019;27.7
ED5-8;KE2;2005;28.5
ED5-8;KE2;2006;27.4
ED5-8;KE2;2007;30.7
ED5-8;KE2;2008;33.4
ED5-8;KE2;2009;34.9
ED5-8;KE2;2010;32.5
ED5-8;KE2;2011;35.4
ED5-8;KE2;2012;39.4
ED5-8;KE2;2013;39.1
ED5-8;KE2;2014;39.9
ED5-8;KE2;2015;38.3
ED5-8;KE2;2016;37.8
ED5-8;KE2;2017;38.1
ED5-8;KE2;2018;43.1
ED5-8;KE2;2019;38.6
ED5-8;KE3;2005;19.3
ED5-8;KE3;2006;21.6
ED5-8;KE3;2007;22.4
ED5-8;KE3;2008;24.2
ED5-8;KE3;2009;23.9
ED5-8;KE3;2010;24.9
ED5-8;KE3;2011;25.3
ED5-8;KE3;2012;27.2
ED5-8;KE3;2013;27.5
ED5-8;KE3;2014;28.1
ED5-8;KE3;2015;30
ED5-8;KE3;2016;31.5
ED5-8;KE3;2017;33.4
ED5-8;KE3;2018;34.5
ED5-8;KE3;2019;35.2
ED5-8;KE4;2005;23.4
ED5-8;KE4;2006;23.2
ED5-8;KE4;2007;24.3
ED5-8;KE4;2008;24.4
ED5-8;KE4;2009;27.6
ED5-8;KE4;2010;26.2
ED5-8;KE4;2011;27.3
ED5-8;KE4;2012;29.4
ED5-8;KE4;2013;30.4
ED5-8;KE4;2014;30.5
ED5-8;KE4;2015;31
ED5-8;KE4;2016;30.4
ED5-8;KE4;2017;32
ED5-8;KE4;2018;33.7
ED5-8;KE4;2019;33.9
ED5-8;KF;2005;23.4
ED5-8;KF;2006;25
ED5-8;KF;2007;25
ED5-8;KF;2008;24.8
ED5-8;KF;2009;26
ED5-8;KF;2010;28
ED5-8;KF;2011;28.8
ED5-8;KF;2012;28.6
ED5-8;KF;2013;31.8
ED5-8;KF;2014;31.3
ED5-8;KF;2015;32.3
ED5-8;KF;2016;32.2
ED5-8;KF;2017;32.8
ED5-8;KF;2018;33.9
ED5-8;KF;2019;34.5
ED5-8;KF1;2005;23.2
ED5-8;KF1;2006;24.8
ED5-8;KF1;2007;25.1
ED5-8;KF1;2008;25.8
ED5-8;KF1;2009;26.4
ED5-8;KF1;2010;28.7
ED5-8;KF1;2011;28.8
ED5-8;KF1;2012;29.4
ED5-8;KF1;2013;31.7
ED5-8;KF1;2014;31.6
ED5-8;KF1;2015;34
ED5-8;KF1;2016;33.3
ED5-8;KF1;2017;32.5
ED5-8;KF1;2018;33.7
ED5-8;KF1;2019;35
ED5-8;KF2;2005;24.5
ED5-8;KF2;2006;26.6
ED5-8;KF2;2007;25.8
ED5-8;KF2;2008;25.1
ED5-8;KF2;2009;26.3
ED5-8;KF2;2010;28.1
ED5-8;KF2;2011;30.4
ED5-8;KF2;2012;28.8
ED5-8;KF2;2013;33.1
ED5-8;KF2;2014;32.4
ED5-8;KF2;2015;31.5
ED5-8;KF2;2016;32.3
ED5-8;KF2;2017;34.3
ED5-8;KF2;2018;34.7
ED5-8;KF2;2019;35.1
ED5-8;KF3;2005;21.5
ED5-8;KF3;2006;21.5
ED5-8;KF3;2007;22.6
ED5-8;KF3;2008;21.2
ED5-8;KF3;2009;23.7
ED5-8;KF3;2010;25.6
ED5-8;KF3;2011;25.1
ED5-8;KF3;2012;25.8
ED5-8;KF3;2013;28.7
ED5-8;KF3;2014;28.1
ED5-8;KF3;2015;28.7
ED5-8;KF3;2016;28.4
ED5-8;KF3;2017;29.7
ED5-8;KF3;2018;32.5
ED5-8;KF3;2019;30.9
ED5-8;KG;2005;23.6
ED5-8;KG;2006;24.1
ED5-8;KG;2007;26
ED5-8;KG;2008;24.8
ED5-8;KG;2009;25.4
ED5-8;KG;2010;26.1
ED5-8;KG;2011;27.2
ED5-8;KG;2012;28.6
ED5-8;KG;2013;29
ED5-8;KG;2014;29.6
ED5-8;KG;2015;32.7
ED5-8;KG;2016;32.1
ED5-8;KG;2017;31.8
ED5-8;KG;2018;32.5
ED5-8;KG;2019;34.2
ED5-8;KG1;2005;27.9
ED5-8;KG1;2006;29
ED5-8;KG1;2007;30.8
ED5-8;KG1;2008;29.1
ED5-8;KG1;2009;29.4
ED5-8;KG1;2010;30.4
ED5-8;KG1;2011;31.4
ED5-8;KG1;2012;33.9
ED5-8;KG1;2013;36.6
ED5-8;KG1;2014;35.3
ED5-8;KG1;2015;39.5
ED5-8;KG1;2016;38.7
ED5-8;KG1;2017;37.3
ED5-8;KG1;2018;38.4
ED5-8;KG1;2019;38
ED5-8;KG2;2005;22.8
ED5-8;KG2;2006;24
ED5-8;KG2;2007;26.2
ED5-8;KG2;2008;25
ED5-8;KG2;2009;25.1
ED5-8;KG2;2010;26.7
ED5-8;KG2;2011;28
ED5-8;KG2;2012;27.5
ED5-8;KG2;2013;27.9
ED5-8;KG2;2014;29
ED5-8;KG2;2015;32.2
ED5-8;KG2;2016;31.2
ED5-8;KG2;2017;32.5
ED5-8;KG2;2018;32.9
ED5-8;KG2;2019;35.4
ED5-8;KG3;2005;22
ED5-8;KG3;2006;21.7
ED5-8;KG3;2007;23.6
ED5-8;KG3;2008;22.7
ED5-8;KG3;2009;23.7
ED5-8;KG3;2010;23.7
ED5-8;KG3;2011;24.8
ED5-8;KG3;2012;26.8
ED5-8;KG3;2013;26.1
ED5-8;KG3;2014;27.2
ED5-8;KG3;2015;29.8
ED5-8;KG3;2016;29.7
ED5-8;KG3;2017;29.1
ED5-8;KG3;2018;29.8
ED5-8;KG3;2019;31.9
ED5-8;KH;2005;25.5
ED5-8;KH;2006;25
ED5-8;KH;2007;26.5
ED5-8;KH;2008;26
ED5-8;KH;2009;27.5
ED5-8;KH;2010;29.1
ED5-8;KH;2011;29.4
ED5-8;KH;2012;33.2
ED5-8;KH;2013;33.2
ED5-8;KH;2014;34.1
ED5-8;KH;2015;33.7
ED5-8;KH;2016;35.1
ED5-8;KH;2017;35.6
ED5-8;KH;2018;35.6
ED5-8;KH;2019;37.1
ED5-8;KH1;2005;24.6
ED5-8;KH1;2006;24.6
ED5-8;KH1;2007;26.6
ED5-8;KH1;2008;25.8
ED5-8;KH1;2009;28.1
ED5-8;KH1;2010;29.2
ED5-8;KH1;2011;28.7
ED5-8;KH1;2012;32.8
ED5-8;KH1;2013;33.5
ED5-8;KH1;2014;33.4
ED5-8;KH1;2015;32.3
ED5-8;KH1;2016;34
ED5-8;KH1;2017;34.4
ED5-8;KH1;2018;34.3
ED5-8;KH1;2019;35.4
ED5-8;KH2;2005;30
ED5-8;KH2;2006;29.8
ED5-8;KH2;2007;30
ED5-8;KH2;2008;30.3
ED5-8;KH2;2009;30.9
ED5-8;KH2;2010;34.3
ED5-8;KH2;2011;36
ED5-8;KH2;2012;39.9
ED5-8;KH2;2013;37.9
ED5-8;KH2;2014;40.9
ED5-8;KH2;2015;39.4
ED5-8;KH2;2016;40.6
ED5-8;KH2;2017;40.8
ED5-8;KH2;2018;42.2
ED5-8;KH2;2019;43.1
ED5-8;KH3;2005;22
ED5-8;KH3;2006;20.9
ED5-8;KH3;2007;22.9
ED5-8;KH3;2008;21.9
ED5-8;KH3;2009;23.1
ED5-8;KH3;2010;23.6
ED5-8;KH3;2011;23.6
ED5-8;KH3;2012;26.9
ED5-8;KH3;2013;27.9
ED5-8;KH3;2014;27.8
ED5-8;KH3;2015;29.6
ED5-8;KH3;2016;30.7
ED5-8;KH3;2017;32
ED5-8;KH3;2018;30.5
ED5-8;KH3;2019;33.3
ED5-8;KI;2005;33.5
ED5-8;KI;2006;35.9
ED5-8;KI;2007;37.4
ED5-8;KI;2008;37.7
ED5-8;KI;2009;39.2
ED5-8;KI;2010;42.1
ED5-8;KI;2011;46.2
ED5-8;KI;2012;47.9
ED5-8;KI;2013;49.5
ED5-8;KI;2014;49.2
ED5-8;KI;2015;50.5
ED5-8;KI;2016;52.4
ED5-8;KI;2017;51.9
ED5-8;KI;2018;53.2
ED5-8;KI;2019;54.8
ED5-8;KI1;2005;38
ED5-8;KI1;2006;41
ED5-8;KI1;2007;43.4
ED5-8;KI1;2008;43.7
ED5-8;KI1;2009;45.8
ED5-8;KI1;2010;-1
ED5-8;KI1;2011;-1
ED5-8;KI1;2012;-1
ED5-8;KI1;2013;-1
ED5-8;KI1;2014;-1
ED5-8;KI1;2015;-1
ED5-8;KI1;2016;-1
ED5-8;KI1;2017;-1
ED5-8;KI1;2018;-1
ED5-8;KI1;2019;-1
ED5-8;KI2;2005;30.2
ED5-8;KI2;2006;32.4
ED5-8;KI2;2007;33.2
ED5-8;KI2;2008;33.5
ED5-8;KI2;2009;34.5
ED5-8;KI2;2010;-1
ED5-8;KI2;2011;-1
ED5-8;KI2;2012;-1
ED5-8;KI2;2013;-1
ED5-8;KI2;2014;-1
ED5-8;KI2;2015;-1
ED5-8;KI2;2016;-1
ED5-8;KI2;2017;-1
ED5-8;KI2;2018;-1
ED5-8;KI2;2019;-1
ED5-8;KI3;2005;-1
ED5-8;KI3;2006;-1
ED5-8;KI3;2007;-1
ED5-8;KI3;2008;-1
ED5-8;KI3;2009;-1
ED5-8;KI3;2010;57.3
ED5-8;KI3;2011;62.4
ED5-8;KI3;2012;64.2
ED5-8;KI3;2013;62.8
ED5-8;KI3;2014;65.6
ED5-8;KI3;2015;64.3
ED5-8;KI3;2016;70
ED5-8;KI3;2017;66.4
ED5-8;KI3;2018;67
ED5-8;KI3;2019;67.6
ED5-8;KI4;2005;-1
ED5-8;KI4;2006;-1
ED5-8;KI4;2007;-1
ED5-8;KI4;2008;-1
ED5-8;KI4;2009;-1
ED5-8;KI4;2010;47
ED5-8;KI4;2011;50.2
ED5-8;KI4;2012;53.7
ED5-8;KI4;2013;53.5
ED5-8;KI4;2014;51.4
ED5-8;KI4;2015;53.7
ED5-8;KI4;2016;54.7
ED5-8;KI4;2017;55.2
ED5-8;KI4;2018;58.1
ED5-8;KI4;2019;58.5
ED5-8;KI5;2005;-1
ED5-8;KI5;2006;-1
ED5-8;KI5;2007;-1
ED5-8;KI5;2008;-1
ED5-8;KI5;2009;-1
ED5-8;KI5;2010;30.3
ED5-8;KI5;2011;34.4
ED5-8;KI5;2012;34
ED5-8;KI5;2013;38.9
ED5-8;KI5;2014;38.8
ED5-8;KI5;2015;39.4
ED5-8;KI5;2016;42.1
ED5-8;KI5;2017;41.8
ED5-8;KI5;2018;42.3
ED5-8;KI5;2019;42.6
ED5-8;KI6;2005;-1
ED5-8;KI6;2006;-1
ED5-8;KI6;2007;-1
ED5-8;KI6;2008;-1
ED5-8;KI6;2009;-1
ED5-8;KI6;2010;41.1
ED5-8;KI6;2011;42.8
ED5-8;KI6;2012;42.5
ED5-8;KI6;2013;46.5
ED5-8;KI6;2014;45.8
ED5-8;KI6;2015;50.1
ED5-8;KI6;2016;49
ED5-8;KI6;2017;50.7
ED5-8;KI6;2018;49.6
ED5-8;KI6;2019;51
ED5-8;KI7;2005;-1
ED5-8;KI7;2006;-1
ED5-8;KI7;2007;-1
ED5-8;KI7;2008;-1
ED5-8;KI7;2009;-1
ED5-8;KI7;2010;38.3
ED5-8;KI7;2011;44.5
ED5-8;KI7;2012;46.7
ED5-8;KI7;2013;48.1
ED5-8;KI7;2014;47.8
ED5-8;KI7;2015;48.3
ED5-8;KI7;2016;50.4
ED5-8;KI7;2017;49.4
ED5-8;KI7;2018;50.6
ED5-8;KI7;2019;56
ED5-8;KJ;2005;29.8
ED5-8;KJ;2006;30.3
ED5-8;KJ;2007;30.8
ED5-8;KJ;2008;31
ED5-8;KJ;2009;32.6
ED5-8;KJ;2010;34.4
ED5-8;KJ;2011;36.7
ED5-8;KJ;2012;38.1
ED5-8;KJ;2013;38.8
ED5-8;KJ;2014;40.4
ED5-8;KJ;2015;40.3
ED5-8;KJ;2016;40.9
ED5-8;KJ;2017;41.8
ED5-8;KJ;2018;42.5
ED5-8;KJ;2019;44.7
ED5-8;KJ1;2005;32.8
ED5-8;KJ1;2006;33.3
ED5-8;KJ1;2007;33.5
ED5-8;KJ1;2008;33.9
ED5-8;KJ1;2009;36.8
ED5-8;KJ1;2010;38.5
ED5-8;KJ1;2011;41.5
ED5-8;KJ1;2012;43.3
ED5-8;KJ1;2013;44
ED5-8;KJ1;2014;46.4
ED5-8;KJ1;2015;46.9
ED5-8;KJ1;2016;46.5
ED5-8;KJ1;2017;48
ED5-8;KJ1;2018;47.7
ED5-8;KJ1;2019;47.8
ED5-8;KJ2;2005;33.7
ED5-8;KJ2;2006;33.3
ED5-8;KJ2;2007;34.1
ED5-8;KJ2;2008;33.7
ED5-8;KJ2;2009;35.6
ED5-8;KJ2;2010;37.1
ED5-8;KJ2;2011;38.6
ED5-8;KJ2;2012;40.5
ED5-8;KJ2;2013;40.1
ED5-8;KJ2;2014;41
ED5-8;KJ2;2015;41.8
ED5-8;KJ2;2016;42.8
ED5-8;KJ2;2017;44.9
ED5-8;KJ2;2018;46.3
ED5-8;KJ2;2019;47.3
ED5-8;KJ3;2005;26.6
ED5-8;KJ3;2006;28.5
ED5-8;KJ3;2007;28
ED5-8;KJ3;2008;28.6
ED5-8;KJ3;2009;29.3
ED5-8;KJ3;2010;31.3
ED5-8;KJ3;2011;34.5
ED5-8;KJ3;2012;35.5
ED5-8;KJ3;2013;37.3
ED5-8;KJ3;2014;38.3
ED5-8;KJ3;2015;36
ED5-8;KJ3;2016;36.1
ED5-8;KJ3;2017;37.6
ED5-8;KJ3;2018;38.7
ED5-8;KJ3;2019;42.8
ED5-8;KJ4;2005;23.3
ED5-8;KJ4;2006;23.5
ED5-8;KJ4;2007;24.9
ED5-8;KJ4;2008;25.4
ED5-8;KJ4;2009;26
ED5-8;KJ4;2010;28.2
ED5-8;KJ4;2011;29.3
ED5-8;KJ4;2012;30
ED5-8;KJ4;2013;31.4
ED5-8;KJ4;2014;33.6
ED5-8;KJ4;2015;33.6
ED5-8;KJ4;2016;35.7
ED5-8;KJ4;2017;33
ED5-8;KJ4;2018;33.9
ED5-8;KJ4;2019;38.6
ED5-8;KK;2005;26.8
ED5-8;KK;2006;28.6
ED5-8;KK;2007;29
ED5-8;KK;2008;28.5
ED5-8;KK;2009;29.9
ED5-8;KK;2010;32
ED5-8;KK;2011;33.2
ED5-8;KK;2012;34.6
ED5-8;KK;2013;34.5
ED5-8;KK;2014;36.9
ED5-8;KK;2015;37.5
ED5-8;KK;2016;38.2
ED5-8;KK;2017;39.5
ED5-8;KK;2018;38.7
ED5-8;KK;2019;39.2
ED5-8;KK1;2005;30.4
ED5-8;KK1;2006;31.9
ED5-8;KK1;2007;32.2
ED5-8;KK1;2008;30.4
ED5-8;KK1;2009;32.7
ED5-8;KK1;2010;34.3
ED5-8;KK1;2011;36.3
ED5-8;KK1;2012;36.6
ED5-8;KK1;2013;36.2
ED5-8;KK1;2014;40.4
ED5-8;KK1;2015;40.8
ED5-8;KK1;2016;41.6
ED5-8;KK1;2017;42.8
ED5-8;KK1;2018;41.6
ED5-8;KK1;2019;41.5
ED5-8;KK2;2005;25.7
ED5-8;KK2;2006;27.5
ED5-8;KK2;2007;27
ED5-8;KK2;2008;26.8
ED5-8;KK2;2009;27.4
ED5-8;KK2;2010;31.4
ED5-8;KK2;2011;30.4
ED5-8;KK2;2012;32.7
ED5-8;KK2;2013;35.4
ED5-8;KK2;2014;34.7
ED5-8;KK2;2015;36.3
ED5-8;KK2;2016;36.7
ED5-8;KK2;2017;35.6
ED5-8;KK2;2018;34.6
ED5-8;KK2;2019;37.3
ED5-8;KK3;2005;21.2
ED5-8;KK3;2006;24.5
ED5-8;KK3;2007;27.2
ED5-8;KK3;2008;25.2
ED5-8;KK3;2009;25.9
ED5-8;KK3;2010;27.4
ED5-8;KK3;2011;30
ED5-8;KK3;2012;30.2
ED5-8;KK3;2013;30.6
ED5-8;KK3;2014;33.3
ED5-8;KK3;2015;29.8
ED5-8;KK3;2016;32
ED5-8;KK3;2017;38
ED5-8;KK3;2018;36.4
ED5-8;KK3;2019;38.4
ED5-8;KK4;2005;22.6
ED5-8;KK4;2006;24.9
ED5-8;KK4;2007;25.4
ED5-8;KK4;2008;28
ED5-8;KK4;2009;28.8
ED5-8;KK4;2010;29.8
ED5-8;KK4;2011;31.3
ED5-8;KK4;2012;34.3
ED5-8;KK4;2013;31.7
ED5-8;KK4;2014;33.2
ED5-8;KK4;2015;35.3
ED5-8;KK4;2016;35.1
ED5-8;KK4;2017;36.9
ED5-8;KK4;2018;37.7
ED5-8;KK4;2019;36.3
ED5-8;KL;2005;24.3
ED5-8;KL;2006;24
ED5-8;KL;2007;25.2
ED5-8;KL;2008;26.4
ED5-8;KL;2009;28.7
ED5-8;KL;2010;30.2
ED5-8;KL;2011;30.1
ED5-8;KL;2012;30.5
ED5-8;KL;2013;32
ED5-8;KL;2014;32.9
ED5-8;KL;2015;34.6
ED5-8;KL;2016;34.8
ED5-8;KL;2017;34.5
ED5-8;KL;2018;35.5
ED5-8;KL;2019;36.8
ED5-8;KL1;2005;21.5
ED5-8;KL1;2006;20.9
ED5-8;KL1;2007;22.6
ED5-8;KL1;2008;23.7
ED5-8;KL1;2009;26.3
ED5-8;KL1;2010;27.9
ED5-8;KL1;2011;28.4
ED5-8;KL1;2012;28.8
ED5-8;KL1;2013;29.8
ED5-8;KL1;2014;30
ED5-8;KL1;2015;32.4
ED5-8;KL1;2016;31.8
ED5-8;KL1;2017;31.2
ED5-8;KL1;2018;33.3
ED5-8;KL1;2019;34
ED5-8;KL2;2005;28.8
ED5-8;KL2;2006;29.3
ED5-8;KL2;2007;29.4
ED5-8;KL2;2008;30.9
ED5-8;KL2;2009;32.8
ED5-8;KL2;2010;34.2
ED5-8;KL2;2011;33
ED5-8;KL2;2012;33.3
ED5-8;KL2;2013;35.5
ED5-8;KL2;2014;37.8
ED5-8;KL2;2015;38.3
ED5-8;KL2;2016;40
ED5-8;KL2;2017;40
ED5-8;KL2;2018;39.2
ED5-8;KL2;2019;41.3
ED5-8;KM;2005;30.7
ED5-8;KM;2006;31.7
ED5-8;KM;2007;32.9
ED5-8;KM;2008;33.1
ED5-8;KM;2009;33.4
ED5-8;KM;2010;34.3
ED5-8;KM;2011;37.8
ED5-8;KM;2012;38.8
ED5-8;KM;2013;40.2
ED5-8;KM;2014;42.5
ED5-8;KM;2015;43.6
ED5-8;KM;2016;44.1
ED5-8;KM;2017;44.6
ED5-8;KM;2018;44.2
ED5-8;KM;2019;46.8
ED5-8;KM2;2005;33.1
ED5-8;KM2;2006;34.3
ED5-8;KM2;2007;34.4
ED5-8;KM2;2008;35.4
ED5-8;KM2;2009;34.8
ED5-8;KM2;2010;36.2
ED5-8;KM2;2011;39
ED5-8;KM2;2012;41.9
ED5-8;KM2;2013;-1
ED5-8;KM2;2014;-1
ED5-8;KM2;2015;-1
ED5-8;KM2;2016;-1
ED5-8;KM2;2017;-1
ED5-8;KM2;2018;-1
ED5-8;KM2;2019;-1
ED5-8;KM3;2005;28.9
ED5-8;KM3;2006;30.4
ED5-8;KM3;2007;31.1
ED5-8;KM3;2008;30.8
ED5-8;KM3;2009;30.6
ED5-8;KM3;2010;32
ED5-8;KM3;2011;36.7
ED5-8;KM3;2012;36.3
ED5-8;KM3;2013;-1
ED5-8;KM3;2014;-1
ED5-8;KM3;2015;-1
ED5-8;KM3;2016;-1
ED5-8;KM3;2017;-1
ED5-8;KM3;2018;-1
ED5-8;KM3;2019;-1
ED5-8;KM5;2005;33
ED5-8;KM5;2006;31.6
ED5-8;KM5;2007;34.9
ED5-8;KM5;2008;35.7
ED5-8;KM5;2009;36.4
ED5-8;KM5;2010;37.1
ED5-8;KM5;2011;41.9
ED5-8;KM5;2012;40.3
ED5-8;KM5;2013;40.7
ED5-8;KM5;2014;44.3
ED5-8;KM5;2015;48.3
ED5-8;KM5;2016;44.7
ED5-8;KM5;2017;44.7
ED5-8;KM5;2018;44.6
ED5-8;KM5;2019;52.4
ED5-8;KM6;2005;26.9
ED5-8;KM6;2006;27
ED5-8;KM6;2007;33.2
ED5-8;KM6;2008;32.5
ED5-8;KM6;2009;37.9
ED5-8;KM6;2010;34.5
ED5-8;KM6;2011;34.2
ED5-8;KM6;2012;36.2
ED5-8;KM6;2013;40.3
ED5-8;KM6;2014;41
ED5-8;KM6;2015;38.1
ED5-8;KM6;2016;42.5
ED5-8;KM6;2017;44.7
ED5-8;KM6;2018;42
ED5-8;KM6;2019;45.5
ED5-8;KM7;2005;-1
ED5-8;KM7;2006;-1
ED5-8;KM7;2007;-1
ED5-8;KM7;2008;-1
ED5-8;KM7;2009;-1
ED5-8;KM7;2010;-1
ED5-8;KM7;2011;-1
ED5-8;KM7;2012;-1
ED5-8;KM7;2013;43.4
ED5-8;KM7;2014;45.8
ED5-8;KM7;2015;46.6
ED5-8;KM7;2016;46.2
ED5-8;KM7;2017;48.1
ED5-8;KM7;2018;47.9
ED5-8;KM7;2019;48.9
ED5-8;KM8;2005;-1
ED5-8;KM8;2006;-1
ED5-8;KM8;2007;-1
ED5-8;KM8;2008;-1
ED5-8;KM8;2009;-1
ED5-8;KM8;2010;-1
ED5-8;KM8;2011;-1
ED5-8;KM8;2012;-1
ED5-8;KM8;2013;38.9
ED5-8;KM8;2014;40.6
ED5-8;KM8;2015;43.4
ED5-8;KM8;2016;44.3
ED5-8;KM8;2017;42.9
ED5-8;KM8;2018;42
ED5-8;KM8;2019;44.6
ED5-8;KM9;2005;-1
ED5-8;KM9;2006;-1
ED5-8;KM9;2007;-1
ED5-8;KM9;2008;-1
ED5-8;KM9;2009;-1
ED5-8;KM9;2010;-1
ED5-8;KM9;2011;-1
ED5-8;KM9;2012;-1
ED5-8;KM9;2013;35.3
ED5-8;KM9;2014;38.5
ED5-8;KM9;2015;38
ED5-8;KM9;2016;39.5
ED5-8;KM9;2017;39.9
ED5-8;KM9;2018;40.6
ED5-8;KM9;2019;43.3
ED5-8;KN;2005;23.2
ED5-8;KN;2006;24.2
ED5-8;KN;2007;25.4
ED5-8;KN;2008;26.7
ED5-8;KN;2009;25.3
ED5-8;KN;2010;27.6
ED5-8;KN;2011;25.5
ED5-8;KN;2012;28.5
ED5-8;KN;2013;28.8
ED5-8;KN;2014;30
ED5-8;KN;2015;30
ED5-8;KN;2016;31.1
ED5-8;KN;2017;32.1
ED5-8;KN;2018;33.9
ED5-8;KN;2019;37
ED5-8;KN0;2005;23.2
ED5-8;KN0;2006;24.2
ED5-8;KN0;2007;25.4
ED5-8;KN0;2008;26.7
ED5-8;KN0;2009;25.3
ED5-8;KN0;2010;27.6
ED5-8;KN0;2011;25.5
ED5-8;KN0;2012;28.5
ED5-8;KN0;2013;28.8
ED5-8;KN0;2014;30
ED5-8;KN0;2015;30
ED5-8;KN0;2016;31.1
ED5-8;KN0;2017;32.1
ED5-8;KN0;2018;33.9
ED5-8;KN0;2019;37
ED5-8;AT;2005;17.7
ED5-8;AT;2006;17.5
ED5-8;AT;2007;17.3
ED5-8;AT;2008;17.9
ED5-8;AT;2009;18.9
ED5-8;AT;2010;19.1
ED5-8;AT;2011;19.2
ED5-8;AT;2012;19.8
ED5-8;AT;2013;20.6
ED5-8;AT;2014;29.9
ED5-8;AT;2015;30.6
ED5-8;AT;2016;31.4
ED5-8;AT;2017;32.4
ED5-8;AT;2018;32.7
ED5-8;AT;2019;33.8
ED5-8;AT1;2005;19.8
ED5-8;AT1;2006;19.3
ED5-8;AT1;2007;18.6
ED5-8;AT1;2008;19.8
ED5-8;AT1;2009;21.4
ED5-8;AT1;2010;22.2
ED5-8;AT1;2011;21.5
ED5-8;AT1;2012;21.9
ED5-8;AT1;2013;23.7
ED5-8;AT1;2014;33.7
ED5-8;AT1;2015;34.6
ED5-8;AT1;2016;34.8
ED5-8;AT1;2017;36.7
ED5-8;AT1;2018;36.8
ED5-8;AT1;2019;37.5
ED5-8;AT11;2005;12.7
ED5-8;AT11;2006;14.9
ED5-8;AT11;2007;13.2
ED5-8;AT11;2008;14.1
ED5-8;AT11;2009;15.1
ED5-8;AT11;2010;14.8
ED5-8;AT11;2011;14.8
ED5-8;AT11;2012;13.9
ED5-8;AT11;2013;15.8
ED5-8;AT11;2014;25.7
ED5-8;AT11;2015;28.5
ED5-8;AT11;2016;27.9
ED5-8;AT11;2017;28
ED5-8;AT11;2018;28.4
ED5-8;AT11;2019;30.7
ED5-8;AT12;2005;17.1
ED5-8;AT12;2006;15.1
ED5-8;AT12;2007;15
ED5-8;AT12;2008;16.1
ED5-8;AT12;2009;17.6
ED5-8;AT12;2010;17.9
ED5-8;AT12;2011;17.2
ED5-8;AT12;2012;17.2
ED5-8;AT12;2013;17.6
ED5-8;AT12;2014;29.1
ED5-8;AT12;2015;30.3
ED5-8;AT12;2016;30.2
ED5-8;AT12;2017;32
ED5-8;AT12;2018;31.9
ED5-8;AT12;2019;32.4
ED5-8;AT13;2005;23.3
ED5-8;AT13;2006;23.7
ED5-8;AT13;2007;22.6
ED5-8;AT13;2008;24.1
ED5-8;AT13;2009;26
ED5-8;AT13;2010;27.3
ED5-8;AT13;2011;26.6
ED5-8;AT13;2012;27.5
ED5-8;AT13;2013;30.6
