Year;Country;Genre;ISCED11;Percentage;Employment Rate
2016;RO;F;ED0-2;29.8;57.4
2016;RO;M;ED0-2;26.3;75
2016;SE;F;ED0-2;20.2;79.2
2016;SE;M;ED0-2;22;83
2016;SI;F;ED0-2;18.1;66.7
2016;SI;M;ED0-2;16.4;73.3
2016;SK;F;ED0-2;15.1;62.7
2016;SK;M;ED0-2;13.4;76.9
2017;AT;F;ED0-2;21.4;71.4
2017;AT;M;ED0-2;17.2;79.4
2017;BE;F;ED0-2;26;63.6
2017;BE;M;ED0-2;28.4;73.4
2017;BG;F;ED0-2;21;67.3
2017;BG;M;ED0-2;21.7;75.3
2017;CY;F;ED0-2;22.2;66.2
2017;CY;M;ED0-2;23.6;75.7
2017;CZ;F;ED0-2;13.2;70.5
2017;CZ;M;ED0-2;11.1;86.3
2017;DE;F;ED0-2;20.3;75.2
2017;DE;M;ED0-2;19.4;83.1
2017;DK;F;ED0-2;24.3;73.2
2017;DK;M;ED0-2;29;79.9
2017;EE;F;ED0-2;13.3;75.1
2017;EE;M;ED0-2;20.5;82.4
2017;EL;F;ED0-2;28.2;48
2017;EL;M;ED0-2;30.4;67.7
2017;ES;F;ED0-2;39;59.6
2017;ES;M;ED0-2;44.7;71.5
2017;FI;F;ED0-2;15.8;72.4
2017;FI;M;ED0-2;20.9;75.9
2017;FR;F;ED0-2;25.3;66.8
2017;FR;M;ED0-2;25.1;74.6
2017;HR;F;ED0-2;21.7;58.3
2017;HR;M;ED0-2;18.1;68.9
2017;HU;F;ED0-2;22.5;65.7
2017;HU;M;ED0-2;19.6;81
2017;IE;F;ED0-2;19.1;67
2017;IE;M;ED0-2;24.6;79.1
2017;IT;F;ED0-2;38.6;52.5
2017;IT;M;ED0-2;43.1;72.3
2017;LT;F;ED0-2;10.1;75.5
2017;LT;M;ED0-2;14.1;76.5
2017;LU;F;ED0-2;30.5;67.5
2017;LU;M;ED0-2;30.5;75.4
2017;LV;F;ED0-2;12.3;72.7
2017;LV;M;ED0-2;18.4;77
2017;MT;F;ED0-2;44.9;60.6
2017;MT;M;ED0-2;46.3;84.7
2017;NL;F;ED0-2;26.2;72.8
2017;NL;M;ED0-2;27;83.3
2017;PL;F;ED0-2;13.3;63.6
2017;PL;M;ED0-2;14.5;78.2
2017;PT;F;ED0-2;47.5;69.8
2017;PT;M;ED0-2;56.1;77.3
2017;RO;F;ED0-2;28.4;60.2
2017;RO;M;ED0-2;25.5;77.3
2017;SE;F;ED0-2;20.2;79.8
2017;SE;M;ED0-2;22;83.8
2017;SI;F;ED0-2;17.4;69.7
2017;SI;M;ED0-2;16.1;76.9
2017;SK;F;ED0-2;15.7;64.7
2017;SK;M;ED0-2;13.8;77.5
2018;AT;F;ED0-2;21.1;71.7
2018;AT;M;ED0-2;16.6;80.7
2018;BE;F;ED0-2;25.1;65.5
2018;BE;M;ED0-2;27.6;73.9
2018;BG;F;ED0-2;20.9;68.3
2018;BG;M;ED0-2;22.2;76.5
2018;CY;F;ED0-2;20.6;68.9
2018;CY;M;ED0-2;23.2;79.3
2018;CZ;F;ED0-2;13;72.2
2018;CZ;M;ED0-2;11.2;87.4
2018;DE;F;ED0-2;20;75.8
2018;DE;M;ED0-2;19.3;83.9
2018;DK;F;ED0-2;24;73.9
2018;DK;M;ED0-2;29.2;80.9
2018;EE;F;ED0-2;13.3;75.6
2018;EE;M;ED0-2;20.3;83.4
2018;EL;F;ED0-2;27.9;49.1
2018;EL;M;ED0-2;29.5;70.1
2018;ES;F;ED0-2;37.7;61
2018;ES;M;ED0-2;44;73.1
2018;FI;F;ED0-2;15.1;74.5
2018;FI;M;ED0-2;20.2;78.2
2018;FR;F;ED0-2;24.3;67.6
2018;FR;M;ED0-2;24.6;75.2
2018;HR;F;ED0-2;20.2;60.1
2018;HR;M;ED0-2;17.2;70.3
2018;HU;F;ED0-2;21.3;66.8
2018;HU;M;ED0-2;19.2;82.1
2018;IE;F;ED0-2;19;68.1
2018;IE;M;ED0-2;24;80.3
2018;IT;F;ED0-2;38.2;53.1
2018;IT;M;ED0-2;42.4;72.9
2018;LT;F;ED0-2;9.9;76.7
2018;LT;M;ED0-2;13.5;79
2018;LU;F;ED0-2;27.3;68
2018;LU;M;ED0-2;27.8;76
2018;LV;F;ED0-2;12.3;74.8
2018;LV;M;ED0-2;18.4;79
2018;MT;F;ED0-2;42.7;64.1
2018;MT;M;ED0-2;43.1;86
2018;NL;F;ED0-2;25.7;74.2
2018;NL;M;ED0-2;26.4;84.3
2018;PL;F;ED0-2;12.8;65
2018;PL;M;ED0-2;14.1;79.4
2018;PT;F;ED0-2;45.3;72.1
2018;PT;M;ED0-2;54.7;78.9
2018;RO;F;ED0-2;27.6;60.6
2018;RO;M;ED0-2;25;78.9
2018;SE;F;ED0-2;19.6;80.2
2018;SE;M;ED0-2;22.3;84.4
2018;SI;F;ED0-2;16.9;71.7
2018;SI;M;ED0-2;16;79
2018;SK;F;ED0-2;15.2;65.5
2018;SK;M;ED0-2;13.7;79.2
2019;AT;F;ED0-2;20.5;72.4
2019;AT;M;ED0-2;16.9;81.2
2019;BE;F;ED0-2;24;66.5
2019;BE;M;ED0-2;27.7;74.5
2019;BG;F;ED0-2;21.4;70.7
2019;BG;M;ED0-2;22.3;79.3
2019;CY;F;ED0-2;20;70.1
2019;CY;M;ED0-2;23;81.7
2019;CZ;F;ED0-2;13.1;72.7
2019;CZ;M;ED0-2;11.6;87.7
2019;DE;F;ED0-2;19.9;76.6
2019;DE;M;ED0-2;19.2;84.6
2019;DK;F;ED0-2;23.9;74.7
2019;DK;M;ED0-2;28.3;81.9
2019;EE;F;ED0-2;13;76.3
2019;EE;M;ED0-2;18.6;84
2019;EL;F;ED0-2;26;51.3
2019;EL;M;ED0-2;25.8;71.3
2019;ES;F;ED0-2;36.3;62.1
2019;ES;M;ED0-2;43;74
2019;FI;F;ED0-2;14.9;75.8
2019;FI;M;ED0-2;18.9;78.5
2019;FR;F;ED0-2;22.9;68.1
2019;FR;M;ED0-2;24;75.2
2019;HR;F;ED0-2;19.9;61.5
2019;HR;M;ED0-2;16.3;72
2019;HU;F;ED0-2;20.8;67.6
2019;HU;M;ED0-2;19.1;83.1
2019;IE;F;ED0-2;18.7;69
2019;IE;M;ED0-2;23.4;81.4
2019;IT;F;ED0-2;37.5;53.8
2019;IT;M;ED0-2;42.1;73.4
2019;LT;F;ED0-2;9.5;77.4
2019;LT;M;ED0-2;12.8;79
2019;LU;F;ED0-2;27.2;68.1
2019;LU;M;ED0-2;26.3;77.2
2019;LV;F;ED0-2;12.3;75.5
2019;LV;M;ED0-2;17.6;79.3
2019;MT;F;ED0-2;40.3;65.8
2019;MT;M;ED0-2;42.2;86.5
2019;NL;F;ED0-2;25.1;75.5
2019;NL;M;ED0-2;26;84.8
2019;PL;F;ED0-2;12.5;65.3
2019;PL;M;ED0-2;14.1;80.7
2019;PT;F;ED0-2;43.6;72.7
2019;PT;M;ED0-2;51.9;79.9
2019;RO;F;ED0-2;26.3;61.3
2019;RO;M;ED0-2;23.9;80.3
2019;SE;F;ED0-2;19.1;79.7
2019;SE;M;ED0-2;22.3;84.4
2019;SI;F;ED0-2;16.1;72.9
2019;SI;M;ED0-2;15.5;79.7
2019;SK;F;ED0-2;15;66.9
2019;SK;M;ED0-2;14;79.9
2005;AT;F;ED3_4;58.9;64
2005;AT;M;ED3_4;62.1;76.9
2005;BE;F;ED3_4;35.4;58.6
2005;BE;M;ED3_4;37.6;74.3
2005;BG;F;ED3_4;45.6;57.1
2005;BG;M;ED3_4;52.1;66.8
2005;CY;F;ED3_4;37.1;63.8
2005;CY;M;ED3_4;39.1;85.5
2005;CZ;F;ED3_4;70.3;61.3
2005;CZ;M;ED3_4;74;80.1
2005;DE;F;ED3_4;55.5;63.1
2005;DE;M;ED3_4;53.8;75.6
2005;DK;F;ED3_4;42.9;73.7
2005;DK;M;ED3_4;48.6;82.3
2005;EE;F;ED3_4;49.9;69.7
2005;EE;M;ED3_4;55.1;74.6
2005;EL;F;ED3_4;42.6;49.7
2005;EL;M;ED3_4;42.1;79.3
2005;ES;F;ED3_4;22.6;55.1
2005;ES;M;ED3_4;22;79.8
2005;FI;F;ED3_4;42.7;70.8
2005;FI;M;ED3_4;46.2;75.1
2005;FR;F;ED3_4;38.7;63.2
2005;FR;M;ED3_4;43.5;75
2005;HR;F;ED3_4;51.7;52.8
2005;HR;M;ED3_4;63.1;67.3
2005;HU;F;ED3_4;53.2;55.6
2005;HU;M;ED3_4;60.9;69.2
2005;IE;F;ED3_4;38.2;63.7
2005;IE;M;ED3_4;36.3;84.2
2005;IT;F;ED3_4;38.7;48.5
2005;IT;M;ED3_4;38.6;74.8
2005;LT;F;ED3_4;55.6;66.6
2005;LT;M;ED3_4;58.3;75
2005;LU;F;ED3_4;37;58.4
2005;LU;M;ED3_4;39.6;79.4
2005;LV;F;ED3_4;58.7;64.5
2005;LV;M;ED3_4;58.3;74.3
2005;MT;F;ED3_4;17.8;34.8
2005;MT;M;ED3_4;23.6;79.7
2005;NL;F;ED3_4;40.4;64.4
2005;NL;M;ED3_4;41.6;80.9
2005;PL;F;ED3_4;62.2;51.7
2005;PL;M;ED3_4;66.4;65.1
2005;PT;F;ED3_4;16.9;66
2005;PT;M;ED3_4;15.6;78.7
2005;RO;F;ED3_4;53.9;56.9
2005;RO;M;ED3_4;61.3;70.4
2005;SE;F;ED3_4;50.8;75.2
2005;SE;M;ED3_4;55.4;80.5
2005;SI;F;ED3_4;55.1;66.2
2005;SI;M;ED3_4;63.5;75.8
2005;SK;F;ED3_4;66.7;56.7
2005;SK;M;ED3_4;70.6;72.5
2006;AT;F;ED3_4;57.8;65.2
2006;AT;M;ED3_4;62.8;78.1
2006;BE;F;ED3_4;35.6;58.8
2006;BE;M;ED3_4;37.3;74
2006;BG;F;ED3_4;47.7;60.4
2006;BG;M;ED3_4;54.9;69.9
2006;CY;F;ED3_4;37.4;65.9
2006;CY;M;ED3_4;40.3;86.2
2006;CZ;F;ED3_4;70.4;61.8
2006;CZ;M;ED3_4;74;80.4
2006;DE;F;ED3_4;56;65
2006;DE;M;ED3_4;54.7;77.2
2006;DK;F;ED3_4;42.3;74.8
2006;DK;M;ED3_4;48.3;83.8
2006;EE;F;ED3_4;50;72.5
2006;EE;M;ED3_4;54.2;79.5
2006;EL;F;ED3_4;41.5;51.3
2006;EL;M;ED3_4;38.3;79.9
2006;ES;F;ED3_4;23.2;57.1
2006;ES;M;ED3_4;22.3;80.7
2006;FI;F;ED3_4;42.7;71.5
2006;FI;M;ED3_4;46.8;76.3
2006;FR;F;ED3_4;38.8;63.4
2006;FR;M;ED3_4;43.4;74.6
2006;HR;F;ED3_4;52.9;53.6
2006;HR;M;ED3_4;63.6;67.7
2006;HU;F;ED3_4;53.9;55.6
2006;HU;M;ED3_4;61.7;70.1
2006;IE;F;ED3_4;37.5;64.6
2006;IE;M;ED3_4;36.5;84.5
2006;IT;F;ED3_4;39;49.6
2006;IT;M;ED3_4;39.1;75.4
2006;LT;F;ED3_4;55.8;68
2006;LT;M;ED3_4;59;74.9
2006;LU;F;ED3_4;39.2;59.4
2006;LU;M;ED3_4;41.2;78.9
2006;LV;F;ED3_4;58.2;68.4
2006;LV;M;ED3_4;57.7;78.4
2006;MT;F;ED3_4;17.6;35.7
2006;MT;M;ED3_4;25.2;79.6
2006;NL;F;ED3_4;41.2;65.7
2006;NL;M;ED3_4;41.7;81.6
2006;PL;F;ED3_4;62.1;53.1
2006;PL;M;ED3_4;66.2;67.3
2006;PT;F;ED3_4;17.4;66.3
2006;PT;M;ED3_4;15.9;79.2
2006;RO;F;ED3_4;54.7;58.5
2006;RO;M;ED3_4;62.1;71.2
2006;SE;F;ED3_4;43.4;75.8
2006;SE;M;ED3_4;50.9;81.7
2006;SI;F;ED3_4;54.9;66.5
2006;SI;M;ED3_4;63.7;76.3
2006;SK;F;ED3_4;67.4;57.5
2006;SK;M;ED3_4;71.1;74.6
2007;AT;F;ED3_4;57.6;66.2
2007;AT;M;ED3_4;62.5;79.5
2007;BE;F;ED3_4;35.8;60.3
2007;BE;M;ED3_4;38.5;75
2007;BG;F;ED3_4;49.3;63.5
2007;BG;M;ED3_4;56.3;73.4
2007;CY;F;ED3_4;37.6;67.7
2007;CY;M;ED3_4;40.8;86.4
2007;CZ;F;ED3_4;70.4;62.4
2007;CZ;M;ED3_4;74;81.5
2007;DE;F;ED3_4;56.9;66.7
2007;DE;M;ED3_4;55.4;79.1
2007;DK;F;ED3_4;39.2;74.7
2007;DK;M;ED3_4;44.2;83.2
2007;EE;F;ED3_4;49.5;72.6
2007;EE;M;ED3_4;55.6;81.4
2007;EL;F;ED3_4;41.8;51.7
2007;EL;M;ED3_4;38.4;80.1
2007;ES;F;ED3_4;23.2;58.6
2007;ES;M;ED3_4;23;80.6
2007;FI;F;ED3_4;42.5;72.5
2007;FI;M;ED3_4;46.6;77.2
2007;FR;F;ED3_4;39.5;64.3
2007;FR;M;ED3_4;43.9;74.7
2007;HR;F;ED3_4;55.4;55.9
2007;HR;M;ED3_4;64.5;72.1
2007;HU;F;ED3_4;54.4;55.2
2007;HU;M;ED3_4;62.4;69.8
2007;IE;F;ED3_4;37;65.8
2007;IE;M;ED3_4;36.5;84.2
2007;IT;F;ED3_4;39.2;49.9
2007;IT;M;ED3_4;39.4;75.7
2007;LT;F;ED3_4;54.7;69.1
2007;LT;M;ED3_4;58.3;76.6
2007;LU;F;ED3_4;37.3;61
2007;LU;M;ED3_4;39.9;78.3
2007;LV;F;ED3_4;57.4;70.3
2007;LV;M;ED3_4;57.5;80.5
2007;MT;F;ED3_4;18.3;37.7
2007;MT;M;ED3_4;23.6;79
2007;NL;F;ED3_4;41.6;67.7
2007;NL;M;ED3_4;41.8;83.2
2007;PL;F;ED3_4;61.6;55.5
2007;PL;M;ED3_4;66.3;70.2
2007;PT;F;ED3_4;17.1;66.3
2007;PT;M;ED3_4;16.1;79.1
2007;RO;F;ED3_4;55.4;57.9
2007;RO;M;ED3_4;62.9;71
2007;SE;F;ED3_4;43.2;77.1
2007;SE;M;ED3_4;50.8;83.1
2007;SI;F;ED3_4;54.4;67.1
2007;SI;M;ED3_4;64.1;77.5
2007;SK;F;ED3_4;67.6;58.7
2007;SK;M;ED3_4;71.8;76
2008;AT;F;ED3_4;58.1;67.6
2008;AT;M;ED3_4;62.7;80.1
2008;BE;F;ED3_4;36.7;61.3
2008;BE;M;ED3_4;39.3;74.7
2008;BG;F;ED3_4;49.3;65.4
2008;BG;M;ED3_4;56.3;76.1
2008;CY;F;ED3_4;36.3;68.2
2008;CY;M;ED3_4;41;85.2
2008;CZ;F;ED3_4;69.7;62.5
2008;CZ;M;ED3_4;73.8;82
2008;DE;F;ED3_4;57.3;67.8
2008;DE;M;ED3_4;55.4;80.1
2008;DK;F;ED3_4;38.1;74.3
2008;DK;M;ED3_4;43.3;83
2008;EE;F;ED3_4;47.4;72.9
2008;EE;M;ED3_4;55.5;81.5
2008;EL;F;ED3_4;41.9;52.6
2008;EL;M;ED3_4;39.1;80.1
2008;ES;F;ED3_4;23.6;58.9
2008;ES;M;ED3_4;22.7;77.9
2008;FI;F;ED3_4;42.3;73.1
2008;FI;M;ED3_4;46.9;78.4
2008;FR;F;ED3_4;39.9;65
2008;FR;M;ED3_4;44.7;75.1
2008;HR;F;ED3_4;56.1;57
2008;HR;M;ED3_4;64.9;72.9
2008;HU;F;ED3_4;53.9;54.8
2008;HU;M;ED3_4;62;68.7
2008;IE;F;ED3_4;37.2;65.4
2008;IE;M;ED3_4;36.7;81.4
2008;IT;F;ED3_4;39.3;50.6
2008;IT;M;ED3_4;39.6;75.3
2008;LT;F;ED3_4;53.8;68.7
2008;LT;M;ED3_4;58.7;75.6
2008;LU;F;ED3_4;38.4;60.1
2008;LU;M;ED3_4;40.6;77.2
2008;LV;F;ED3_4;55.2;71.9
2008;LV;M;ED3_4;57.9;79.3
2008;MT;F;ED3_4;21.1;39.4
2008;MT;M;ED3_4;24.5;78.5
2008;NL;F;ED3_4;41;69.4
2008;NL;M;ED3_4;40.9;84.4
2008;PL;F;ED3_4;61.3;57.3
2008;PL;M;ED3_4;66.4;73
2008;PT;F;ED3_4;16.9;67.1
2008;PT;M;ED3_4;16.3;79.4
2008;RO;F;ED3_4;55.6;57.3
2008;RO;M;ED3_4;62.7;71.6
2008;SE;F;ED3_4;42.9;77.2
2008;SE;M;ED3_4;50.9;83.5
2008;SI;F;ED3_4;54.4;68.5
2008;SI;M;ED3_4;63.7;77.4
2008;SK;F;ED3_4;67.8;60.3
2008;SK;M;ED3_4;72.3;77.4
2009;AT;F;ED3_4;57.7;68.2
2009;AT;M;ED3_4;62.8;78.7
2009;BE;F;ED3_4;36.8;61
2009;BE;M;ED3_4;39.4;73.2
2009;BG;F;ED3_4;49.2;64
2009;BG;M;ED3_4;57.3;73.8
2009;CY;F;ED3_4;35.9;68.3
2009;CY;M;ED3_4;40.8;82.8
2009;CZ;F;ED3_4;69.5;61.4
2009;CZ;M;ED3_4;73.4;80.2
2009;DE;F;ED3_4;56.6;68.7
2009;DE;M;ED3_4;55;79.6
2009;DK;F;ED3_4;37.7;73.1
2009;DK;M;ED3_4;44.2;79.1
2009;EE;F;ED3_4;45.7;69
2009;EE;M;ED3_4;55.9;71
2009;EL;F;ED3_4;41.9;52.9
2009;EL;M;ED3_4;39;78.5
2009;ES;F;ED3_4;23.5;56.8
2009;ES;M;ED3_4;22.8;71
2009;FI;F;ED3_4;41.8;72.4
2009;FI;M;ED3_4;47.6;74.7
2009;FR;F;ED3_4;39.5;64.4
2009;FR;M;ED3_4;44.1;73.8
2009;HR;F;ED3_4;55.1;58
2009;HR;M;ED3_4;65.2;70.5
2009;HU;F;ED3_4;54;54
2009;HU;M;ED3_4;62.4;66.5
2009;IE;F;ED3_4;36.9;62.9
2009;IE;M;ED3_4;36.5;73.1
2009;IT;F;ED3_4;39.7;49.7
2009;IT;M;ED3_4;40.5;73.7
2009;LT;F;ED3_4;53.9;67.2
2009;LT;M;ED3_4;59.2;66.8
2009;LU;F;ED3_4;41;61.5
2009;LU;M;ED3_4;41.5;79
2009;LV;F;ED3_4;55.2;66.5
2009;LV;M;ED3_4;59.1;66.8
2009;MT;F;ED3_4;22.8;40
2009;MT;M;ED3_4;27.5;77.5
2009;NL;F;ED3_4;40.8;69.9
2009;NL;M;ED3_4;40.5;83.6
2009;PL;F;ED3_4;60.4;57.6
2009;PL;M;ED3_4;66.2;72.6
2009;PT;F;ED3_4;17.9;66.1
2009;PT;M;ED3_4;17.4;76.4
2009;RO;F;ED3_4;54.9;56.3
2009;RO;M;ED3_4;62.3;70.7
2009;SE;F;ED3_4;42.8;75.7
2009;SE;M;ED3_4;51;80.9
2009;SI;F;ED3_4;54.2;67.9
2009;SI;M;ED3_4;64.6;75.6
2009;SK;F;ED3_4;67.6;58.2
2009;SK;M;ED3_4;72.6;74.6
2010;AT;F;ED3_4;58.2;68.8
2010;AT;M;ED3_4;62.9;79
2010;BE;F;ED3_4;35.5;61.6
2010;BE;M;ED3_4;38;73.5
2010;BG;F;ED3_4;50.6;60.8
2010;BG;M;ED3_4;59.6;68.6
2010;CY;F;ED3_4;36.2;68.8
2010;CY;M;ED3_4;40.6;81.7
2010;CZ;F;ED3_4;68.9;60.9
2010;CZ;M;ED3_4;73.2;79.6
2010;DE;F;ED3_4;57.3;69.7
2010;DE;M;ED3_4;55.4;80.4
2010;DK;F;ED3_4;37.7;72
2010;DK;M;ED3_4;43.4;77.7
2010;EE;F;ED3_4;47.3;65.9
2010;EE;M;ED3_4;56.5;67.8
2010;EL;F;ED3_4;42;51.8
2010;EL;M;ED3_4;39.1;76
2010;ES;F;ED3_4;23.6;56.3
2010;ES;M;ED3_4;23.3;69.2
2010;FI;F;ED3_4;41.9;71.5
2010;FI;M;ED3_4;47.7;74.5
2010;FR;F;ED3_4;39.7;64.3
2010;FR;M;ED3_4;44.1;73.6
2010;HR;F;ED3_4;54;56.4
2010;HR;M;ED3_4;63.7;67.9
2010;HU;F;ED3_4;54.4;54.6
2010;HU;M;ED3_4;62.7;65.5
2010;IE;F;ED3_4;35.9;61.1
2010;IE;M;ED3_4;36.6;69.9
2010;IT;F;ED3_4;40.4;49.5
2010;IT;M;ED3_4;41;72.7
2010;LT;F;ED3_4;52.3;65
2010;LT;M;ED3_4;60;63.5
2010;LU;F;ED3_4;41.5;62
2010;LU;M;ED3_4;40.1;79.2
2010;LV;F;ED3_4;56;64.5
2010;LV;M;ED3_4;59.8;64
2010;MT;F;ED3_4;23.9;41.6
2010;MT;M;ED3_4;27.2;78.2
2010;NL;F;ED3_4;40.9;69.8
2010;NL;M;ED3_4;40;82.5
2010;PL;F;ED3_4;59.6;57.3
2010;PL;M;ED3_4;65.5;71.3
2010;PT;F;ED3_4;19.2;65.6
2010;PT;M;ED3_4;18.4;75.4
2010;RO;F;ED3_4;53.9;56.5
2010;RO;M;ED3_4;61.1;73.1
2010;SE;F;ED3_4;42.7;75
2010;SE;M;ED3_4;50.7;81.1
2010;SI;F;ED3_4;53.5;66.5
2010;SI;M;ED3_4;63.9;74
2010;SK;F;ED3_4;65.8;57.4
2010;SK;M;ED3_4;71.6;71.9
2011;AT;F;ED3_4;58.6;69.2
2011;AT;M;ED3_4;62.6;79.2
2011;BE;F;ED3_4;36.5;61.5
2011;BE;M;ED3_4;38.9;73
2011;BG;F;ED3_4;51.5;59.8
2011;BG;M;ED3_4;60.3;66
2011;CY;F;ED3_4;35.5;67.7
2011;CY;M;ED3_4;40.6;79.6
2011;CZ;F;ED3_4;68;61.7
2011;CZ;M;ED3_4;72.4;79.9
2011;DE;F;ED3_4;58.1;71.3
2011;DE;M;ED3_4;57.2;81.7
2011;DK;F;ED3_4;38.2;71.4
2011;DK;M;ED3_4;44.4;78.3
2011;EE;F;ED3_4;46.3;67.8
2011;EE;M;ED3_4;56;73.5
2011;EL;F;ED3_4;42.1;48.7
2011;EL;M;ED3_4;39.2;70.8
2011;ES;F;ED3_4;24.1;56.1
2011;ES;M;ED3_4;23.4;67.7
2011;FI;F;ED3_4;41.5;71.9
2011;FI;M;ED3_4;47.6;75.6
2011;FR;F;ED3_4;40;64.1
2011;FR;M;ED3_4;44.2;73.6
2011;HR;F;ED3_4;55.3;53.6
2011;HR;M;ED3_4;64.7;66.1
2011;HU;F;ED3_4;53.7;54.7
2011;HU;M;ED3_4;61.9;66.4
2011;IE;F;ED3_4;36.1;60.2
2011;IE;M;ED3_4;36.9;68.9
2011;IT;F;ED3_4;41.4;49.9
2011;IT;M;ED3_4;41.4;72.5
2011;LT;F;ED3_4;52.5;66.6
2011;LT;M;ED3_4;60.3;67.2
2011;LU;F;ED3_4;39.6;61.9
2011;LU;M;ED3_4;38.9;78.1
2011;LV;F;ED3_4;54.5;65.3
2011;LV;M;ED3_4;59.4;67.5
2011;MT;F;ED3_4;25.7;43.8
2011;MT;M;ED3_4;26.4;79
2011;NL;F;ED3_4;40.6;70.4
2011;NL;M;ED3_4;40.3;82.4
2011;PL;F;ED3_4;59;57.2
2011;PL;M;ED3_4;65.4;71.9
2011;PT;F;ED3_4;20.9;64.6
2011;PT;M;ED3_4;19.7;73.2
2011;RO;F;ED3_4;53.7;56.2
2011;RO;M;ED3_4;60.7;71.5
2011;SE;F;ED3_4;42.2;76.5
2011;SE;M;ED3_4;50.8;82.1
2011;SI;F;ED3_4;53;64.8
2011;SI;M;ED3_4;64.1;71.8
2011;SK;F;ED3_4;64.6;57.4
2011;SK;M;ED3_4;71.3;72.5
2012;AT;F;ED3_4;58.5;69.6
2012;AT;M;ED3_4;63;79.3
2012;BE;F;ED3_4;36;61.7
2012;BE;M;ED3_4;38.7;72.7
2012;BG;F;ED3_4;51.9;60.2
2012;BG;M;ED3_4;60.8;65.8
2012;CY;F;ED3_4;36.1;64.8
2012;CY;M;ED3_4;41.4;76.1
2012;CZ;F;ED3_4;67.2;62.5
2012;CZ;M;ED3_4;71.9;80.2
2012;DE;F;ED3_4;57.4;71.6
2012;DE;M;ED3_4;57;82.1
2012;DK;F;ED3_4;38;71.1
2012;DK;M;ED3_4;44.8;77.5
2012;EE;F;ED3_4;46.5;69.4
2012;EE;M;ED3_4;55.9;75.1
2012;EL;F;ED3_4;42.4;45.2
2012;EL;M;ED3_4;40.1;65
2012;ES;F;ED3_4;24;54.6
2012;ES;M;ED3_4;23.2;64.6
2012;FI;F;ED3_4;42.1;72.5
2012;FI;M;ED3_4;48.6;75.5
2012;FR;F;ED3_4;39.9;64.6
2012;FR;M;ED3_4;43.9;73.5
2012;HR;F;ED3_4;56.7;52.6
2012;HR;M;ED3_4;65.5;63.7
2012;HU;F;ED3_4;53.3;56.2
2012;HU;M;ED3_4;61.9;67.3
2012;IE;F;ED3_4;35.4;60.2
2012;IE;M;ED3_4;36.8;68.8
2012;IT;F;ED3_4;41.9;50.5
2012;IT;M;ED3_4;41.8;71.5
2012;LT;F;ED3_4;52.3;67.9
2012;LT;M;ED3_4;60.7;69.1
2012;LU;F;ED3_4;39.2;64.1
2012;LU;M;ED3_4;37.3;78.5
2012;LV;F;ED3_4;54.6;66.4
2012;LV;M;ED3_4;60.5;70
2012;MT;F;ED3_4;25.5;48
2012;MT;M;ED3_4;27.5;79.4
2012;NL;F;ED3_4;40.7;71
2012;NL;M;ED3_4;40.6;82.3
2012;PL;F;ED3_4;58.5;57.5
2012;PL;M;ED3_4;65.1;72
2012;PT;F;ED3_4;22.6;63
2012;PT;M;ED3_4;20.7;69.8
2012;RO;F;ED3_4;53.8;56.7
2012;RO;M;ED3_4;60.7;72.8
2012;SE;F;ED3_4;41.8;76.8
2012;SE;M;ED3_4;50.2;81.9
2012;SI;F;ED3_4;52.2;64.6
2012;SI;M;ED3_4;63.5;71.8
2012;SK;F;ED3_4;64.6;57.3
2012;SK;M;ED3_4;71.5;72.8
2013;AT;F;ED3_4;58.1;70
2013;AT;M;ED3_4;62.3;79.1
2013;BE;F;ED3_4;36.7;62.1
2013;BE;M;ED3_4;39.5;72.3
2013;BG;F;ED3_4;51;60.7
2013;BG;M;ED3_4;60.4;66.4
2013;CY;F;ED3_4;36.6;62.2
2013;CY;M;ED3_4;42.1;72.6
2013;CZ;F;ED3_4;66.7;63.8
2013;CZ;M;ED3_4;71.2;81
2013;DE;F;ED3_4;57.3;72.5
2013;DE;M;ED3_4;56.9;82.1
2013;DK;F;ED3_4;38;71.2
2013;DK;M;ED3_4;44.3;77.5
2013;EE;F;ED3_4;47.2;70.1
2013;EE;M;ED3_4;56.8;76.7
2013;EL;F;ED3_4;42.7;43.3
2013;EL;M;ED3_4;40.2;62.7
2013;ES;F;ED3_4;24;53.8
2013;ES;M;ED3_4;22.9;63.4
2013;FI;F;ED3_4;42.3;71.9
2013;FI;M;ED3_4;48.9;74.7
2013;FR;F;ED3_4;40.8;64.9
2013;FR;M;ED3_4;45.6;73.2
2013;HR;F;ED3_4;56.2;52.8
2013;HR;M;ED3_4;64.9;61.6
2013;HU;F;ED3_4;53.5;56.9
2013;HU;M;ED3_4;62.2;69.3
2013;IE;F;ED3_4;35.2;61.3
2013;IE;M;ED3_4;37;71.8
2013;IT;F;ED3_4;42.1;49.9
2013;IT;M;ED3_4;42.2;69.7
2013;LT;F;ED3_4;51.7;68.6
2013;LT;M;ED3_4;60.2;71.2
2013;LU;F;ED3_4;38.7;63.9
2013;LU;M;ED3_4;38.5;78
2013;LV;F;ED3_4;53.2;67.7
2013;LV;M;ED3_4;59.9;71.9
2013;MT;F;ED3_4;26.8;51.7
2013;MT;M;ED3_4;28.7;80.3
2013;NL;F;ED3_4;41.5;70.6
2013;NL;M;ED3_4;41.7;81.1
2013;PL;F;ED3_4;57.9;57.6
