Year;Country;Genre;ISCED11;Percentage
2005;IT;F;ED3_4;38.7
2005;IT;F;ED5_8;11.4
2005;CY;M;ED0-2;35.8
2005;CY;M;ED3_4;39.1
2005;CY;M;ED5_8;25.1
2005;CY;F;ED0-2;36.6
2005;CY;F;ED3_4;37.1
2005;CY;F;ED5_8;26.3
2005;LV;M;ED0-2;28.5
2005;LV;M;ED3_4;58.3
2005;LV;M;ED5_8;13.2
2005;LV;F;ED0-2;21
2005;LV;F;ED3_4;58.7
2005;LV;F;ED5_8;20.3
2005;LT;M;ED0-2;22.8
2005;LT;M;ED3_4;58.3
2005;LT;M;ED5_8;18.9
2005;LT;F;ED0-2;18.9
2005;LT;F;ED3_4;55.6
2005;LT;F;ED5_8;25.6
2005;LU;M;ED0-2;35.7
2005;LU;M;ED3_4;39.6
2005;LU;M;ED5_8;24.7
2005;LU;F;ED0-2;41.7
2005;LU;F;ED3_4;37
2005;LU;F;ED5_8;21.3
2005;HU;M;ED0-2;25.9
2005;HU;M;ED3_4;60.9
2005;HU;M;ED5_8;13.2
2005;HU;F;ED0-2;31.1
2005;HU;F;ED3_4;53.2
2005;HU;F;ED5_8;15.8
2005;MT;M;ED0-2;65.3
2005;MT;M;ED3_4;23.6
2005;MT;M;ED5_8;11.1
2005;MT;F;ED0-2;72.5
2005;MT;F;ED3_4;17.8
2005;MT;F;ED5_8;9.6
2005;NL;M;ED0-2;32.3
2005;NL;M;ED3_4;41.6
2005;NL;M;ED5_8;26.1
2005;NL;F;ED0-2;36.8
2005;NL;F;ED3_4;40.4
2005;NL;F;ED5_8;22.8
2005;AT;M;ED0-2;20.7
2005;AT;M;ED3_4;62.1
2005;AT;M;ED5_8;17.2
2005;AT;F;ED0-2;28.2
2005;AT;F;ED3_4;58.9
2005;AT;F;ED5_8;12.9
2005;PL;M;ED0-2;21.7
2005;PL;M;ED3_4;66.4
2005;PL;M;ED5_8;12
2005;PL;F;ED0-2;22
2005;PL;F;ED3_4;62.2
2005;PL;F;ED5_8;15.8
2005;PT;M;ED0-2;75.6
2005;PT;M;ED3_4;15.6
2005;PT;M;ED5_8;8.8
2005;PT;F;ED0-2;69.8
2005;PT;F;ED3_4;16.9
2005;PT;F;ED5_8;13.3
2005;RO;M;ED0-2;29.4
2005;RO;M;ED3_4;61.3
2005;RO;M;ED5_8;9.3
2005;RO;F;ED0-2;37.2
2005;RO;F;ED3_4;53.9
2005;RO;F;ED5_8;8.9
2005;SI;M;ED0-2;22.1
2005;SI;M;ED3_4;63.5
2005;SI;M;ED5_8;14.4
2005;SI;F;ED0-2;25.9
2005;SI;F;ED3_4;55.1
2005;SI;F;ED5_8;19
2005;SK;M;ED0-2;17.8
2005;SK;M;ED3_4;70.6
2005;SK;M;ED5_8;11.6
2005;SK;F;ED0-2;22.1
2005;SK;F;ED3_4;66.7
2005;SK;F;ED5_8;11.1
2005;FI;M;ED0-2;29.2
2005;FI;M;ED3_4;46.2
2005;FI;M;ED5_8;24.6
2005;FI;F;ED0-2;24.7
2005;FI;F;ED3_4;42.7
2005;FI;F;ED5_8;32.6
2005;SE;M;ED0-2;23.2
2005;SE;M;ED3_4;55.4
2005;SE;M;ED5_8;21.4
2005;SE;F;ED0-2;19.4
2005;SE;F;ED3_4;50.8
2005;SE;F;ED5_8;29.8
2006;BE;M;ED0-2;36.4
2006;BE;M;ED3_4;37.3
2006;BE;M;ED5_8;26.4
2006;BE;F;ED0-2;35
2006;BE;F;ED3_4;35.6
2006;BE;F;ED5_8;29.4
2006;BG;M;ED0-2;31
2006;BG;M;ED3_4;54.9
2006;BG;M;ED5_8;14.1
2006;BG;F;ED0-2;30.2
2006;BG;F;ED3_4;47.7
2006;BG;F;ED5_8;22.1
2006;CZ;M;ED0-2;13.7
2006;CZ;M;ED3_4;74
2006;CZ;M;ED5_8;12.3
2006;CZ;F;ED0-2;19.1
2006;CZ;F;ED3_4;70.4
2006;CZ;F;ED5_8;10.5
2006;DK;M;ED0-2;24.4
2006;DK;M;ED3_4;48.3
2006;DK;M;ED5_8;27.3
2006;DK;F;ED0-2;26.4
2006;DK;F;ED3_4;42.3
2006;DK;F;ED5_8;31.3
2006;DE;M;ED0-2;22.3
2006;DE;M;ED3_4;54.7
2006;DE;M;ED5_8;23
2006;DE;F;ED0-2;26.9
2006;DE;F;ED3_4;56
2006;DE;F;ED5_8;17.1
2006;EE;M;ED0-2;24.3
2006;EE;M;ED3_4;54.2
2006;EE;M;ED5_8;21.6
2006;EE;F;ED0-2;17.1
2006;EE;F;ED3_4;50
2006;EE;F;ED5_8;32.9
2006;IE;M;ED0-2;38.6
2006;IE;M;ED3_4;36.5
2006;IE;M;ED5_8;24.9
2006;IE;F;ED0-2;32.4
2006;IE;F;ED3_4;37.5
2006;IE;F;ED5_8;30.1
2006;EL;M;ED0-2;42.7
2006;EL;M;ED3_4;38.3
2006;EL;M;ED5_8;18.9
2006;EL;F;ED0-2;40.1
2006;EL;F;ED3_4;41.5
2006;EL;F;ED5_8;18.4
2006;ES;M;ED0-2;52.2
2006;ES;M;ED3_4;22.3
2006;ES;M;ED5_8;25.4
2006;ES;F;ED0-2;49.5
2006;ES;F;ED3_4;23.2
2006;ES;F;ED5_8;27.3
2006;FR;M;ED0-2;34.1
2006;FR;M;ED3_4;43.4
2006;FR;M;ED5_8;22.5
2006;FR;F;ED0-2;35.8
2006;FR;F;ED3_4;38.8
2006;FR;F;ED5_8;25.4
2006;HR;M;ED0-2;23.9
2006;HR;M;ED3_4;63.6
2006;HR;M;ED5_8;12.5
2006;HR;F;ED0-2;32.5
2006;HR;F;ED3_4;52.9
2006;HR;F;ED5_8;14.6
2006;IT;M;ED0-2;50.4
2006;IT;M;ED3_4;39.1
2006;IT;M;ED5_8;10.5
2006;IT;F;ED0-2;48.7
2006;IT;F;ED3_4;39
2006;IT;F;ED5_8;12.3
2006;CY;M;ED0-2;33.6
2006;CY;M;ED3_4;40.3
2006;CY;M;ED5_8;26
2006;CY;F;ED0-2;33.5
2006;CY;F;ED3_4;37.4
2006;CY;F;ED5_8;29.1
2006;LV;M;ED0-2;29.1
2006;LV;M;ED3_4;57.7
2006;LV;M;ED5_8;13.2
2006;LV;F;ED0-2;20.5
2006;LV;F;ED3_4;58.2
2006;LV;F;ED5_8;21.3
2006;LT;M;ED0-2;22.8
2006;LT;M;ED3_4;59
2006;LT;M;ED5_8;18.2
2006;LT;F;ED0-2;18.6
2006;LT;F;ED3_4;55.8
2006;LT;F;ED5_8;25.5
2006;LU;M;ED0-2;37.1
2006;LU;M;ED3_4;41.2
2006;LU;M;ED5_8;21.7
2006;LU;F;ED0-2;41.4
2006;LU;F;ED3_4;39.2
2006;LU;F;ED5_8;19.4
2006;HU;M;ED0-2;24.7
2006;HU;M;ED3_4;61.7
2006;HU;M;ED5_8;13.6
2006;HU;F;ED0-2;29.7
2006;HU;F;ED3_4;53.9
2006;HU;F;ED5_8;16.4
2006;MT;M;ED0-2;64.1
2006;MT;M;ED3_4;25.2
2006;MT;M;ED5_8;10.7
2006;MT;F;ED0-2;70.9
2006;MT;F;ED3_4;17.6
2006;MT;F;ED5_8;11.5
2006;NL;M;ED0-2;32.3
2006;NL;M;ED3_4;41.7
2006;NL;M;ED5_8;25.9
2006;NL;F;ED0-2;35
2006;NL;F;ED3_4;41.2
2006;NL;F;ED5_8;23.7
2006;AT;M;ED0-2;20.3
2006;AT;M;ED3_4;62.8
2006;AT;M;ED5_8;16.9
2006;AT;F;ED0-2;29.6
2006;AT;F;ED3_4;57.8
2006;AT;F;ED5_8;12.6
2006;PL;M;ED0-2;21
2006;PL;M;ED3_4;66.2
2006;PL;M;ED5_8;12.7
2006;PL;F;ED0-2;20.9
2006;PL;F;ED3_4;62.1
2006;PL;F;ED5_8;17
2006;PT;M;ED0-2;74.7
2006;PT;M;ED3_4;15.9
2006;PT;M;ED5_8;9.4
2006;PT;F;ED0-2;68.8
2006;PT;F;ED3_4;17.4
2006;PT;F;ED5_8;13.8
2006;RO;M;ED0-2;28.2
2006;RO;M;ED3_4;62.1
2006;RO;M;ED5_8;9.7
2006;RO;F;ED0-2;35.9
2006;RO;F;ED3_4;54.7
2006;RO;F;ED5_8;9.4
2006;SI;M;ED0-2;21.2
2006;SI;M;ED3_4;63.7
2006;SI;M;ED5_8;15.1
2006;SI;F;ED0-2;24.6
2006;SI;F;ED3_4;54.9
2006;SI;F;ED5_8;20.5
2006;SK;M;ED0-2;16.7
2006;SK;M;ED3_4;71.1
2006;SK;M;ED5_8;12.2
2006;SK;F;ED0-2;21
2006;SK;F;ED3_4;67.4
2006;SK;F;ED5_8;11.6
2006;FI;M;ED0-2;28.5
2006;FI;M;ED3_4;46.8
2006;FI;M;ED5_8;24.7
2006;FI;F;ED0-2;23.9
2006;FI;F;ED3_4;42.7
2006;FI;F;ED5_8;33.3
2006;SE;M;ED0-2;27.1
2006;SE;M;ED3_4;50.9
2006;SE;M;ED5_8;22
2006;SE;F;ED0-2;26.6
2006;SE;F;ED3_4;43.4
2006;SE;F;ED5_8;29.9
2007;BE;M;ED0-2;35.2
2007;BE;M;ED3_4;38.5
2007;BE;M;ED5_8;26.4
2007;BE;F;ED0-2;34.4
2007;BE;F;ED3_4;35.8
2007;BE;F;ED5_8;29.9
2007;BG;M;ED0-2;29.1
2007;BG;M;ED3_4;56.3
2007;BG;M;ED5_8;14.6
2007;BG;F;ED0-2;28.2
2007;BG;F;ED3_4;49.3
2007;BG;F;ED5_8;22.4
2007;CZ;M;ED0-2;13.6
2007;CZ;M;ED3_4;74
2007;CZ;M;ED5_8;12.4
2007;CZ;F;ED0-2;18.8
2007;CZ;F;ED3_4;70.4
2007;CZ;F;ED5_8;10.9
2007;DK;M;ED0-2;32.1
2007;DK;M;ED3_4;44.2
2007;DK;M;ED5_8;23.8
2007;DK;F;ED0-2;32.6
2007;DK;F;ED3_4;39.2
2007;DK;F;ED5_8;28.3
2007;DE;M;ED0-2;21.5
2007;DE;M;ED3_4;55.4
2007;DE;M;ED5_8;23.1
2007;DE;F;ED0-2;25.5
2007;DE;F;ED3_4;56.9
2007;DE;F;ED5_8;17.6
2007;EE;M;ED0-2;23.3
2007;EE;M;ED3_4;55.6
2007;EE;M;ED5_8;21.1
2007;EE;F;ED0-2;16.9
2007;EE;F;ED3_4;49.5
2007;EE;F;ED5_8;33.6
2007;IE;M;ED0-2;35.9
2007;IE;M;ED3_4;36.5
2007;IE;M;ED5_8;27.6
2007;IE;F;ED0-2;30.3
2007;IE;F;ED3_4;37
2007;IE;F;ED5_8;32.7
2007;EL;M;ED0-2;42.2
2007;EL;M;ED3_4;38.4
2007;EL;M;ED5_8;19.5
2007;EL;F;ED0-2;39.4
2007;EL;F;ED3_4;41.8
2007;EL;F;ED5_8;18.8
2007;ES;M;ED0-2;51.2
2007;ES;M;ED3_4;23
2007;ES;M;ED5_8;25.8
2007;ES;F;ED0-2;49
2007;ES;F;ED3_4;23.2
2007;ES;F;ED5_8;27.8
2007;FR;M;ED0-2;33.2
2007;FR;M;ED3_4;43.9
2007;FR;M;ED5_8;22.9
2007;FR;F;ED0-2;34.7
2007;FR;F;ED3_4;39.5
2007;FR;F;ED5_8;25.8
2007;HR;M;ED0-2;22.7
2007;HR;M;ED3_4;64.5
2007;HR;M;ED5_8;12.8
2007;HR;F;ED0-2;30.6
2007;HR;F;ED3_4;55.4
2007;HR;F;ED5_8;14
2007;IT;M;ED0-2;49.7
2007;IT;M;ED3_4;39.4
2007;IT;M;ED5_8;10.9
2007;IT;F;ED0-2;47.7
2007;IT;F;ED3_4;39.2
2007;IT;F;ED5_8;13.2
2007;CY;M;ED0-2;31.3
2007;CY;M;ED3_4;40.8
2007;CY;M;ED5_8;27.9
2007;CY;F;ED0-2;31
2007;CY;F;ED3_4;37.6
2007;CY;F;ED5_8;31.5
2007;LV;M;ED0-2;28
2007;LV;M;ED3_4;57.5
2007;LV;M;ED5_8;14.4
2007;LV;F;ED0-2;20.3
2007;LV;F;ED3_4;57.4
2007;LV;F;ED5_8;22.3
2007;LT;M;ED0-2;22.1
2007;LT;M;ED3_4;58.3
2007;LT;M;ED5_8;19.7
2007;LT;F;ED0-2;17.8
2007;LT;F;ED3_4;54.7
2007;LT;F;ED5_8;27.5
2007;LU;M;ED0-2;36.5
2007;LU;M;ED3_4;39.9
2007;LU;M;ED5_8;23.6
2007;LU;F;ED0-2;40.9
2007;LU;F;ED3_4;37.3
2007;LU;F;ED5_8;21.8
2007;HU;M;ED0-2;23.8
2007;HU;M;ED3_4;62.4
2007;HU;M;ED5_8;13.8
2007;HU;F;ED0-2;28.7
2007;HU;F;ED3_4;54.4
2007;HU;F;ED5_8;16.9
2007;MT;M;ED0-2;64.4
2007;MT;M;ED3_4;23.6
2007;MT;M;ED5_8;12
2007;MT;F;ED0-2;70.2
2007;MT;F;ED3_4;18.3
2007;MT;F;ED5_8;11.4
2007;NL;M;ED0-2;31.6
2007;NL;M;ED3_4;41.8
2007;NL;M;ED5_8;26.6
2007;NL;F;ED0-2;34.1
2007;NL;F;ED3_4;41.6
2007;NL;F;ED5_8;24.3
2007;AT;M;ED0-2;20.8
2007;AT;M;ED3_4;62.5
2007;AT;M;ED5_8;16.8
2007;AT;F;ED0-2;30
2007;AT;F;ED3_4;57.6
2007;AT;F;ED5_8;12.4
2007;PL;M;ED0-2;20.6
2007;PL;M;ED3_4;66.3
2007;PL;M;ED5_8;13.1
2007;PL;F;ED0-2;20.2
2007;PL;F;ED3_4;61.6
2007;PL;F;ED5_8;18.1
2007;PT;M;ED0-2;74.5
2007;PT;M;ED3_4;16.1
2007;PT;M;ED5_8;9.4
2007;PT;F;ED0-2;68.5
2007;PT;F;ED3_4;17.1
2007;PT;F;ED5_8;14.4
2007;RO;M;ED0-2;27
2007;RO;M;ED3_4;62.9
2007;RO;M;ED5_8;10
2007;RO;F;ED0-2;34.8
2007;RO;F;ED3_4;55.4
2007;RO;F;ED5_8;9.8
2007;SI;M;ED0-2;20.5
2007;SI;M;ED3_4;64.1
2007;SI;M;ED5_8;15.5
2007;SI;F;ED0-2;24
2007;SI;F;ED3_4;54.4
2007;SI;F;ED5_8;21.6
2007;SK;M;ED0-2;16.7
2007;SK;M;ED3_4;71.8
2007;SK;M;ED5_8;11.5
2007;SK;F;ED0-2;20.1
2007;SK;F;ED3_4;67.6
2007;SK;F;ED5_8;12.3
2007;FI;M;ED0-2;27.7
2007;FI;M;ED3_4;46.6
2007;FI;M;ED5_8;25.6
2007;FI;F;ED0-2;23
2007;FI;F;ED3_4;42.5
2007;FI;F;ED5_8;34.4
2007;SE;M;ED0-2;26.7
2007;SE;M;ED3_4;50.8
2007;SE;M;ED5_8;22.5
2007;SE;F;ED0-2;26.4
2007;SE;F;ED3_4;43.2
2007;SE;F;ED5_8;30.4
2008;BE;M;ED0-2;34.1
2008;BE;M;ED3_4;39.3
2008;BE;M;ED5_8;26.6
2008;BE;F;ED0-2;33
2008;BE;F;ED3_4;36.7
2008;BE;F;ED5_8;30.3
2008;BG;M;ED0-2;28.7
2008;BG;M;ED3_4;56.3
2008;BG;M;ED5_8;15
2008;BG;F;ED0-2;28
2008;BG;F;ED3_4;49.3
2008;BG;F;ED5_8;22.7
2008;CZ;M;ED0-2;13.4
2008;CZ;M;ED3_4;73.8
2008;CZ;M;ED5_8;12.9
2008;CZ;F;ED0-2;18.4
2008;CZ;F;ED3_4;69.7
2008;CZ;F;ED5_8;12
2008;DK;M;ED0-2;32.8
2008;DK;M;ED3_4;43.3
2008;DK;M;ED5_8;23.9
2008;DK;F;ED0-2;33.7
2008;DK;F;ED3_4;38.1
2008;DK;F;ED5_8;28.2
2008;DE;M;ED0-2;20.5
2008;DE;M;ED3_4;55.4
2008;DE;M;ED5_8;24.1
2008;DE;F;ED0-2;24.1
2008;DE;F;ED3_4;57.3
2008;DE;F;ED5_8;18.6
2008;EE;M;ED0-2;23.1
2008;EE;M;ED3_4;55.5
2008;EE;M;ED5_8;21.4
2008;EE;F;ED0-2;17.8
2008;EE;F;ED3_4;47.4
2008;EE;F;ED5_8;34.8
2008;IE;M;ED0-2;35
2008;IE;M;ED3_4;36.7
2008;IE;M;ED5_8;28.3
2008;IE;F;ED0-2;28.6
2008;IE;F;ED3_4;37.2
2008;IE;F;ED5_8;34.2
2008;EL;M;ED0-2;41.2
2008;EL;M;ED3_4;39.1
2008;EL;M;ED5_8;19.7
2008;EL;F;ED0-2;38.3
2008;EL;F;ED3_4;41.9
2008;EL;F;ED5_8;19.8
2008;ES;M;ED0-2;51.3
2008;ES;M;ED3_4;22.7
2008;ES;M;ED5_8;26
2008;ES;F;ED0-2;48.4
2008;ES;F;ED3_4;23.6
2008;ES;F;ED5_8;28.1
2008;FR;M;ED0-2;32.5
2008;FR;M;ED3_4;44.7
2008;FR;M;ED5_8;22.8
2008;FR;F;ED0-2;33.4
2008;FR;F;ED3_4;39.9
2008;FR;F;ED5_8;26.7
2008;HR;M;ED0-2;22.6
2008;HR;M;ED3_4;64.9
2008;HR;M;ED5_8;12.5
2008;HR;F;ED0-2;29.2
2008;HR;F;ED3_4;56.1
2008;HR;F;ED5_8;14.7
2008;IT;M;ED0-2;49.1
2008;IT;M;ED3_4;39.6
2008;IT;M;ED5_8;11.3
2008;IT;F;ED0-2;46.7
2008;IT;F;ED3_4;39.3
2008;IT;F;ED5_8;14
2008;CY;M;ED0-2;30.1
2008;CY;M;ED3_4;41
2008;CY;M;ED5_8;29
2008;CY;F;ED0-2;30.7
2008;CY;F;ED3_4;36.3
2008;CY;F;ED5_8;33
2008;LV;M;ED0-2;26.8
2008;LV;M;ED3_4;57.9
2008;LV;M;ED5_8;15.3
2008;LV;F;ED0-2;19.1
2008;LV;F;ED3_4;55.2
2008;LV;F;ED5_8;25.7
2008;LT;M;ED0-2;20.6
2008;LT;M;ED3_4;58.7
2008;LT;M;ED5_8;20.7
2008;LT;F;ED0-2;16.6
2008;LT;F;ED3_4;53.8
2008;LT;F;ED5_8;29.6
2008;LU;M;ED0-2;34.4
2008;LU;M;ED3_4;40.6
2008;LU;M;ED5_8;25
2008;LU;F;ED0-2;39.2
2008;LU;F;ED3_4;38.4
2008;LU;F;ED5_8;22.4
2008;HU;M;ED0-2;23.4
2008;HU;M;ED3_4;62
2008;HU;M;ED5_8;14.6
2008;HU;F;ED0-2;28
2008;HU;F;ED3_4;53.9
2008;HU;F;ED5_8;18.1
2008;MT;M;ED0-2;62.9
2008;MT;M;ED3_4;24.5
2008;MT;M;ED5_8;12.6
2008;MT;F;ED0-2;67.4
2008;MT;F;ED3_4;21.1
2008;MT;F;ED5_8;11.5
2008;NL;M;ED0-2;31.8
2008;NL;M;ED3_4;40.9
2008;NL;M;ED5_8;27.3
2008;NL;F;ED0-2;33.8
2008;NL;F;ED3_4;41
2008;NL;F;ED5_8;25.2
2008;AT;M;ED0-2;20.3
2008;AT;M;ED3_4;62.7
2008;AT;M;ED5_8;17
2008;AT;F;ED0-2;28.8
2008;AT;F;ED3_4;58.1
2008;AT;F;ED5_8;13.1
2008;PL;M;ED0-2;19.9
2008;PL;M;ED3_4;66.4
2008;PL;M;ED5_8;13.7
2008;PL;F;ED0-2;19.4
2008;PL;F;ED3_4;61.3
2008;PL;F;ED5_8;19.3
2008;PT;M;ED0-2;73.8
2008;PT;M;ED3_4;16.3
2008;PT;M;ED5_8;9.9
2008;PT;F;ED0-2;67.8
2008;PT;F;ED3_4;16.9
2008;PT;F;ED5_8;15.3
2008;RO;M;ED0-2;26.6
2008;RO;M;ED3_4;62.7
2008;RO;M;ED5_8;10.7
2008;RO;F;ED0-2;33.7
2008;RO;F;ED3_4;55.6
2008;RO;F;ED5_8;10.7
2008;SI;M;ED0-2;20.6
2008;SI;M;ED3_4;63.7
2008;SI;M;ED5_8;15.7
2008;SI;F;ED0-2;23.2
2008;SI;F;ED3_4;54.4
2008;SI;F;ED5_8;22.4
2008;SK;M;ED0-2;15.8
2008;SK;M;ED3_4;72.3
2008;SK;M;ED5_8;11.9
2008;SK;F;ED0-2;19.4
2008;SK;F;ED3_4;67.8
2008;SK;F;ED5_8;12.8
2008;FI;M;ED0-2;27.5
2008;FI;M;ED3_4;46.9
2008;FI;M;ED5_8;25.6
2008;FI;F;ED0-2;22.8
2008;FI;F;ED3_4;42.3
2008;FI;F;ED5_8;34.9
2008;SE;M;ED0-2;26.3
2008;SE;M;ED3_4;50.9
2008;SE;M;ED5_8;22.8
2008;SE;F;ED0-2;26
2008;SE;F;ED3_4;42.9
2008;SE;F;ED5_8;31
2009;BE;M;ED0-2;33.1
2009;BE;M;ED3_4;39.4
2009;BE;M;ED5_8;27.4
2009;BE;F;ED0-2;31.7
2009;BE;F;ED3_4;36.8
2009;BE;F;ED5_8;31.5
2009;BG;M;ED0-2;27.6
2009;BG;M;ED3_4;57.3
2009;BG;M;ED5_8;15
2009;BG;F;ED0-2;27.5
2009;BG;F;ED3_4;49.2
2009;BG;F;ED5_8;23.3
2009;CZ;M;ED0-2;13
2009;CZ;M;ED3_4;73.4
2009;CZ;M;ED5_8;13.7
2009;CZ;F;ED0-2;17.4
2009;CZ;F;ED3_4;69.5
2009;CZ;F;ED5_8;13.1
2009;DK;M;ED0-2;32.2
2009;DK;M;ED3_4;44.2
2009;DK;M;ED5_8;23.6
2009;DK;F;ED0-2;32.6
2009;DK;F;ED3_4;37.7
2009;DK;F;ED5_8;29.7
2009;DE;M;ED0-2;20.3
2009;DE;M;ED3_4;55
2009;DE;M;ED5_8;24.8
2009;DE;F;ED0-2;23.7
2009;DE;F;ED3_4;56.6
2009;DE;F;ED5_8;19.7
2009;EE;M;ED0-2;22.4
2009;EE;M;ED3_4;55.9
2009;EE;M;ED5_8;21.8
2009;EE;F;ED0-2;16.2
2009;EE;F;ED3_4;45.7
2009;EE;F;ED5_8;38.1
2009;IE;M;ED0-2;33.8
2009;IE;M;ED3_4;36.5
2009;IE;M;ED5_8;29.7
2009;IE;F;ED0-2;27.5
2009;IE;F;ED3_4;36.9
2009;IE;F;ED5_8;35.6
2009;EL;M;ED0-2;41.4
2009;EL;M;ED3_4;39
2009;EL;M;ED5_8;19.6
2009;EL;F;ED0-2;37.8
2009;EL;F;ED3_4;41.9
2009;EL;F;ED5_8;20.3
2009;ES;M;ED0-2;51.2
2009;ES;M;ED3_4;22.8
2009;ES;M;ED5_8;26
2009;ES;F;ED0-2;47.7
2009;ES;F;ED3_4;23.5
2009;ES;F;ED5_8;28.8
2009;FR;M;ED0-2;31.9
2009;FR;M;ED3_4;44.1
2009;FR;M;ED5_8;23.9
2009;FR;F;ED0-2;32.8
2009;FR;F;ED3_4;39.5
2009;FR;F;ED5_8;27.7
2009;HR;M;ED0-2;22.2
2009;HR;M;ED3_4;65.2
2009;HR;M;ED5_8;12.6
2009;HR;F;ED0-2;28.5
2009;HR;F;ED3_4;55.1
2009;HR;F;ED5_8;16.4
2009;IT;M;ED0-2;48.2
2009;IT;M;ED3_4;40.5
2009;IT;M;ED5_8;11.3
2009;IT;F;ED0-2;46.1
2009;IT;F;ED3_4;39.7
2009;IT;F;ED5_8;14.3
2009;CY;M;ED0-2;31
2009;CY;M;ED3_4;40.8
2009;CY;M;ED5_8;28.2
2009;CY;F;ED0-2;31.4
2009;CY;F;ED3_4;35.9
2009;CY;F;ED5_8;32.6
2009;LV;M;ED0-2;25.4
2009;LV;M;ED3_4;59.1
2009;LV;M;ED5_8;15.6
2009;LV;F;ED0-2;18
2009;LV;F;ED3_4;55.2
2009;LV;F;ED5_8;26.8
2009;LT;M;ED0-2;20.2
2009;LT;M;ED3_4;59.2
2009;LT;M;ED5_8;20.6
2009;LT;F;ED0-2;16
2009;LT;F;ED3_4;53.9
2009;LT;F;ED5_8;30
2009;LU;M;ED0-2;26.2
2009;LU;M;ED3_4;41.5
2009;LU;M;ED5_8;32.3
2009;LU;F;ED0-2;31
2009;LU;F;ED3_4;41
2009;LU;F;ED5_8;28.1
2009;HU;M;ED0-2;22.9
2009;HU;M;ED3_4;62.4
2009;HU;M;ED5_8;14.7
2009;HU;F;ED0-2;27
2009;HU;F;ED3_4;54
2009;HU;F;ED5_8;19
2009;MT;M;ED0-2;60.3
2009;MT;M;ED3_4;27.5
2009;MT;M;ED5_8;12.2
2009;MT;F;ED0-2;63.7
2009;MT;F;ED3_4;22.8
2009;MT;F;ED5_8;13.4
2009;NL;M;ED0-2;32
2009;NL;M;ED3_4;40.5
2009;NL;M;ED5_8;27.6
2009;NL;F;ED0-2;33.2
2009;NL;F;ED3_4;40.8
2009;NL;F;ED5_8;25.9
2009;AT;M;ED0-2;19.6
2009;AT;M;ED3_4;62.8
2009;AT;M;ED5_8;17.7
2009;AT;F;ED0-2;28
2009;AT;F;ED3_4;57.7
2009;AT;F;ED5_8;14.3
2009;PL;M;ED0-2;19
2009;PL;M;ED3_4;66.2
2009;PL;M;ED5_8;14.8
2009;PL;F;ED0-2;18.4
2009;PL;F;ED3_4;60.4
2009;PL;F;ED5_8;21.3
2009;PT;M;ED0-2;72.1
2009;PT;M;ED3_4;17.4
2009;PT;M;ED5_8;10.5
2009;PT;F;ED0-2;66.5
2009;PT;F;ED3_4;17.9
2009;PT;F;ED5_8;15.6
2009;RO;M;ED0-2;26.9
2009;RO;M;ED3_4;62.3
2009;RO;M;ED5_8;10.9
2009;RO;F;ED0-2;33.5
2009;RO;F;ED3_4;54.9
2009;RO;F;ED5_8;11.6
2009;SI;M;ED0-2;19.6
2009;SI;M;ED3_4;64.6
2009;SI;M;ED5_8;15.8
2009;SI;F;ED0-2;22.1
2009;SI;F;ED3_4;54.2
2009;SI;F;ED5_8;23.6
2009;SK;M;ED0-2;15
2009;SK;M;ED3_4;72.6
2009;SK;M;ED5_8;12.5
2009;SK;F;ED0-2;18
2009;SK;F;ED3_4;67.6
2009;SK;F;ED5_8;14.4
2009;FI;M;ED0-2;26.5
2009;FI;M;ED3_4;47.6
2009;FI;M;ED5_8;25.8
2009;FI;F;ED0-2;22.2
2009;FI;F;ED3_4;41.8
2009;FI;F;ED5_8;36
2009;SE;M;ED0-2;25.6
2009;SE;M;ED3_4;51
2009;SE;M;ED5_8;23.4
2009;SE;F;ED0-2;25.2
2009;SE;F;ED3_4;42.8
2009;SE;F;ED5_8;31.9
2010;BE;M;ED0-2;33.4
2010;BE;M;ED3_4;38
2010;BE;M;ED5_8;28.6
2010;BE;F;ED0-2;31.7
2010;BE;F;ED3_4;35.5
2010;BE;F;ED5_8;32.9
2010;BG;M;ED0-2;25.3
2010;BG;M;ED3_4;59.6
2010;BG;M;ED5_8;15.1
2010;BG;F;ED0-2;25
2010;BG;F;ED3_4;50.6
2010;BG;F;ED5_8;24.4
2010;CZ;M;ED0-2;12.2
2010;CZ;M;ED3_4;73.2
2010;CZ;M;ED5_8;14.7
2010;CZ;F;ED0-2;16.7
2010;CZ;F;ED3_4;68.9
2010;CZ;F;ED5_8;14.4
2010;DK;M;ED0-2;32.3
2010;DK;M;ED3_4;43.4
2010;DK;M;ED5_8;24.4
2010;DK;F;ED0-2;32
2010;DK;F;ED3_4;37.7
2010;DK;F;ED5_8;30.4
2010;DE;M;ED0-2;19.4
2010;DE;M;ED3_4;55.4
2010;DE;M;ED5_8;25.2
2010;DE;F;ED0-2;22.6
2010;DE;F;ED3_4;57.3
2010;DE;F;ED5_8;20.1
2010;EE;M;ED0-2;21.5
2010;EE;M;ED3_4;56.5
2010;EE;M;ED5_8;22
2010;EE;F;ED0-2;15
2010;EE;F;ED3_4;47.3
2010;EE;F;ED5_8;37.7
2010;IE;M;ED0-2;32.8
2010;IE;M;ED3_4;36.6
2010;IE;M;ED5_8;30.6
2010;IE;F;ED0-2;27
2010;IE;F;ED3_4;35.9
2010;IE;F;ED5_8;37.1
2010;EL;M;ED0-2;40.5
