ISCED11;Country;Year;Money F;Money M;Income Differences;Gender Wage Gap;GDP
ED5-8;CZ; 2012;12165;13116;951.0;3.7617182865;4088912
ED5-8;CZ; 2013;11642;12998;1356.0;5.5032467532;4142811
ED5-8;CZ; 2014;11486;12585;1099.0;4.5656599227;4345766
ED5-8;CZ; 2015;11235;11785;550.0;2.3892267593;4625378
ED5-8;CZ; 2016;11838;12558;720.0;2.9513034924;4796873
ED5-8;CZ; 2017;12101;12954;853.0;3.4045100778;5110743
ED5-8;CZ; 2018;12896;14079;1183.0;4.3855421687;5408766
ED5-8;CZ; 2019;14279;15668;1389.0;4.638194143;5748668
ED5-8;DE; 2005;22178;25435;3257.0;6.8405687522;2288310
ED5-8;DE; 2006;23351;25469;2118.0;4.3383859074;2385080
ED5-8;DE; 2007;24689;26744;2055.0;3.9954892773;2499550
ED5-8;DE; 2008;25763;28089;2326.0;4.3192453391;2546490
ED5-8;DE; 2009;27507;28646;1139.0;2.0283867291;2445730
ED5-8;DE; 2010;27158;29404;2246.0;3.9708638308;2564400
ED5-8;DE; 2011;26575;28796;2221.0;4.0111249571;2693560
ED5-8;DE; 2012;26790;29331;2541.0;4.5277168974;2745310
ED5-8;DE; 2013;27218;29698;2480.0;4.3572984749;2811350
ED5-8;DE; 2014;27469;29676;2207.0;3.8621051711;2927430
ED5-8;DE; 2015;28963;31577;2614.0;4.317806409;3026180
ED5-8;DE; 2016;29325;31672;2347.0;3.8477302162;3134740
ED5-8;DE; 2017;29281;32374;3093.0;5.0166247668;3259860
ED5-8;DE; 2018;30914;33796;2882.0;4.4537165817;3356410
ED5-8;DE; 2019;31547;34102;2555.0;3.8919100062;3449050
ED5-8;DK; 2005;28486;29773;1287.0;2.2091007398;1585984.2
ED5-8;DK; 2006;29033;30575;1542.0;2.5869010871;1682260.2
ED5-8;DK; 2007;31501;32285;784.0;1.229109836;1738845.3
ED5-8;DK; 2008;32196;31062;-1134.0;-1.7926586361;1801469.9
ED5-8;DK; 2009;32371;30383;-1988.0;-3.1679255506;1722142.5
ED5-8;DK; 2010;32316;34707;2391.0;3.5674320756;1810925.6
ED5-8;DK; 2011;36260;38079;1819.0;2.4468986669;1846853.6
ED5-8;DK; 2012;36216;37495;1279.0;1.7351548616;1895002.3
ED5-8;DK; 2013;35682;37196;1514.0;2.0774444963;1929677
ED5-8;DK; 2014;37257;38224;967.0;1.2811171023;1981165
ED5-8;DK; 2015;36940;39073;2133.0;2.8060989568;2036356.2
ED5-8;DK; 2016;36847;39292;2445.0;3.2112320887;2107808.2
ED5-8;DK; 2017;38179;39790;1611.0;2.0662057997;2192960
ED5-8;DK; 2018;38686;41387;2701.0;3.3731719806;2253558
ED5-8;DK; 2019;39211;40793;1582.0;1.9774011299;2335002.1
ED5-8;EE; 2005;4699;5833;1134.0;10.7671857197;11336.5
ED5-8;EE; 2006;5674;6786;1112.0;8.9245585875;13560.5
ED5-8;EE; 2007;7239;8217;978.0;6.3276397516;16398.7
ED5-8;EE; 2008;8419;9413;994.0;5.5742485419;16638.3
ED5-8;EE; 2009;9741;10477;736.0;3.6403205065;14211.8
ED5-8;EE; 2010;9148;9884;736.0;3.8671710803;14860.7
ED5-8;EE; 2011;8621;9450;829.0;4.5874605722;16826.8
ED5-8;EE; 2012;9237;9976;739.0;3.8463540311;18050.7
ED5-8;EE; 2013;10108;11142;1034.0;4.8658823529;19033.4
ED5-8;EE; 2014;11642;12988;1346.0;5.4648802274;20180
ED5-8;EE; 2015;12520;14195;1675.0;6.2698858319;20782.2
ED5-8;EE; 2016;12967;14541;1574.0;5.72197179;21931.5
ED5-8;EE; 2017;13776;14758;982.0;3.441508376;23857.7
ED5-8;EE; 2018;15188;16062;874.0;2.7968;25937.6
ED5-8;EE; 2019;16250;17754;1504.0;4.4230090578;28112.4
ED5-8;EL; 2005;16640;16964;324.0;0.964170932;199242.3
ED5-8;EL; 2006;17709;18059;350.0;0.9785282934;217861.6
ED5-8;EL; 2007;17972;18967;995.0;2.6936300387;232694.6
ED5-8;EL; 2008;18353;20241;1888.0;4.8919521169;241990.4
ED5-8;EL; 2009;20003;20936;933.0;2.2790004641;237534.2
ED5-8;EL; 2010;20641;20868;227.0;0.5468693536;226031.4
ED5-8;EL; 2011;18021;18992;971.0;2.6234025883;207028.9
ED5-8;EL; 2012;14233;15575;1342.0;4.5021470746;191203.9
ED5-8;EL; 2013;13157;14250;1093.0;3.9880322545;180654.3
ED5-8;EL; 2014;12487;13195;708.0;2.7567946422;178656.5
ED5-8;EL; 2015;11569;12557;988.0;4.0951670397;177258.4
ED5-8;EL; 2016;11501;12624;1123.0;4.6549222798;176487.9
ED5-8;EL; 2017;11551;12346;795.0;3.3267774198;180217.6
ED5-8;EL; 2018;11931;12777;846.0;3.4239922292;184713.6
ED5-8;EL; 2019;12280;13028;748.0;2.9555871661;187456.5
ED5-8;ES; 2005;17046;17461;415.0;1.2026545339;927357
ED5-8;ES; 2006;18183;18592;409.0;1.1121685928;1003823
ED5-8;ES; 2007;18633;18917;284.0;0.7563249001;1075539
ED5-8;ES; 2008;22359;22948;589.0;1.3000198645;1109541
ED5-8;ES; 2009;23923;24656;733.0;1.5088824389;1069323
ED5-8;ES; 2010;23757;24362;605.0;1.2572996114;1072709
ED5-8;ES; 2011;22693;23388;695.0;1.5082137974;1063763
ED5-8;ES; 2012;22232;22954;722.0;1.597840039;1031099
ED5-8;ES; 2013;21086;22069;983.0;2.2778357085;1020348
ED5-8;ES; 2014;20441;21477;1036.0;2.4714919605;1032158
ED5-8;ES; 2015;20749;21415;666.0;1.5795465326;1077590
ED5-8;ES; 2016;21252;21955;703.0;1.6270511723;1113840
ED5-8;ES; 2017;21988;22727;739.0;1.6526892542;1161867
ED5-8;ES; 2018;22260;23606;1346.0;2.9346356778;1204241
ED5-8;ES; 2019;22361;23873;1512.0;3.2703205433;1244772
ED5-8;FI; 2005;25062;27222;2160.0;4.1312829929;164687
ED5-8;FI; 2006;25815;28295;2480.0;4.5832563297;172897
ED5-8;FI; 2007;26912;29179;2267.0;4.04164661;187072
ED5-8;FI; 2008;28619;30609;1990.0;3.3598973458;194265
ED5-8;FI; 2009;29255;31497;2242.0;3.6904134843;181747
ED5-8;FI; 2010;29681;32213;2532.0;4.0908650273;188143
ED5-8;FI; 2011;30207;32775;2568.0;4.0773554349;197998
ED5-8;FI; 2012;31045;33653;2608.0;4.0310365081;201037
ED5-8;FI; 2013;31881;34448;2567.0;3.870102067;204321
ED5-8;FI; 2014;32296;34293;1997.0;2.9989938278;206897
ED5-8;FI; 2015;32603;34510;1907.0;2.8414763161;211385
ED5-8;FI; 2016;32804;34252;1448.0;2.1593891673;217518
ED5-8;FI; 2017;33266;34951;1685.0;2.470058783;225933
ED5-8;FI; 2018;34409;36259;1850.0;2.6178751344;233664
ED5-8;FI; 2019;34956;36741;1785.0;2.4896439182;240556
ED5-8;FR; 2005;23358;25171;1813.0;3.7359104865;1765905
ED5-8;FR; 2006;23370;24377;1007.0;2.1090330283;1848151
ED5-8;FR; 2007;23133;24449;1316.0;2.7657517549;1941360
ED5-8;FR; 2008;28099;29202;1103.0;1.9249227762;1992380
ED5-8;FR; 2009;29323;30889;1566.0;2.6008104697;1936422
ED5-8;FR; 2010;29036;30244;1208.0;2.0377867746;1995289
ED5-8;FR; 2011;29890;31403;1513.0;2.4684711142;2058369
ED5-8;FR; 2012;30380;31818;1438.0;2.311971446;2088804
ED5-8;FR; 2013;30634;32247;1613.0;2.5651627678;2117189
ED5-8;FR; 2014;29088;31874;2786.0;4.5700600374;2149765
ED5-8;FR; 2015;29534;31998;2464.0;4.0044204641;2198432
ED5-8;FR; 2016;30172;32403;2231.0;3.5653216141;2234129
ED5-8;FR; 2017;29876;32222;2346.0;3.7778994493;2297242
ED5-8;FR; 2018;30583;31820;1237.0;1.9822764931;2360687
ED5-8;FR; 2019;-1;-1;0.0;-0.0;2425708
ED5-8;HR; 2005;-1;-1;0.0;-0.0;270014.9
ED5-8;HR; 2006;-1;-1;0.0;-0.0;294444.7
ED5-8;HR; 2007;-1;-1;0.0;-0.0;322791.4
ED5-8;HR; 2008;-1;-1;0.0;-0.0;346735.2
ED5-8;HR; 2009;-1;-1;0.0;-0.0;330770.8
ED5-8;HR; 2010;9997;10169;172.0;0.8529207577;328824.2
ED5-8;HR; 2011;9279;9597;318.0;1.6846789574;333214.8
ED5-8;HR; 2012;9267;9626;359.0;1.9001746679;330509.4
ED5-8;HR; 2013;8715;9179;464.0;2.593047949;331209.1
ED5-8;HR; 2014;8597;9150;553.0;3.1160196089;331342.8
ED5-8;HR; 2015;9197;9614;417.0;2.2167880495;339696.1
